,Unnamed: 0,index,confidence,hand,time,X_WRIST,Y_WRIST,Z_WRIST,X_THUMB_CMC,Y_THUMB_CMC,Z_THUMB_CMC,X_THUMB_MCP,Y_THUMB_MCP,Z_THUMB_MCP,X_THUMB_IP,Y_THUMB_IP,Z_THUMB_IP,X_THUMB_TIP,Y_THUMB_TIP,Z_THUMB_TIP,X_INDEX_MCP,Y_INDEX_MCP,Z_INDEX_MCP,X_INDEX_PIP,Y_INDEX_PIP,Z_INDEX_PIP,X_INDEX_DIP,Y_INDEX_DIP,Z_INDEX_DIP,X_INDEX_TIP,Y_INDEX_TIP,Z_INDEX_TIP,X_MIDDLE_MCP,Y_MIDDLE_MCP,Z_MIDDLE_MCP,X_MIDDLE_PIP,Y_MIDDLE_PIP,Z_MIDDLE_PIP,X_MIDDLE_DIP,Y_MIDDLE_DIP,Z_MIDDLE_DIP,X_MIDDLE_TIP,Y_MIDDLE_TIP,Z_MIDDLE_TIP,X_RING_MCP,Y_RING_MCP,Z_RING_MCP,X_RING_TIP,Y_RING_TIP,Z_RING_TIP,X_RING_DIP,Y_RING_DIP,Z_RING_DIP,X_RING_TIP.1,Y_RING_TIP.1,Z_RING_TIP.1,X_PINKY_MCP,Y_PINKY_MCP,Z_PINKY_MCP,X_PINKY_PIP,Y_PINKY_PIP,Z_PINKY_PIP,X_PINKY_DIP,Y_PINKY_DIP,Z_PINKY_DIP,X_PINKY_TIP,Y_PINKY_TIP,Z_PINKY_TIP,hand_ID,origin,x_intercept,y_intercept,paired_hand,pairing_distance
0,0,1,  score: 0.9747177958488464,"label: ""Left""",0,0.3623303174972534,0.5773800611495972,2.7660564683174016e-07,0.3793162703514099,0.5907000303268433,-0.0194955915212631,0.3990379869937897,0.5824111104011536,-0.0272912513464689,0.4196161925792694,0.5719560980796814,-0.030824402347207,0.4378274381160736,0.5667827129364014,-0.0330145917832851,0.3931838572025299,0.525805652141571,-0.0212630480527877,0.4233556091785431,0.526012659072876,-0.0298550873994827,0.4417358040809631,0.5332280993461609,-0.0355238206684589,0.4554233849048614,0.5385525226593018,-0.0387258864939212,0.3948201835155487,0.5156288146972656,-0.013051432557404,0.4275780916213989,0.5143887400627136,-0.0205876678228378,0.4475518465042114,0.5213242769241333,-0.0246849488466978,0.46270552277565,0.5272568464279175,-0.0271376240998506,0.3978089690208435,0.5152139067649841,-0.0061115603893995,0.4273100793361664,0.5129864811897278,-0.0127689745277166,0.4462555944919586,0.5185291767120361,-0.0164972767233848,0.4606273472309112,0.5249012112617493,-0.0184074509888887,0.4012081623077392,0.5199695229530334,-0.0005616046837531,0.4237652122974396,0.5172622799873352,-0.0061431815847754,0.4396597743034363,0.5205538272857666,-0.0093316305428743,0.4526642262935638,0.5258679389953613,-0.0108296694234013,0.0,,,,,
1,1,1,  score: 0.9968168139457703,"label: ""Left""",0,0.5897951722145081,0.7970209121704102,1.672304392741353e-07,0.6081193685531616,0.779976487159729,-0.0043626269325613,0.6131645441055298,0.7524710297584534,-0.0070688761770725,0.6136093139648438,0.7258778810501099,-0.0084345685318112,0.6175104379653931,0.7069205641746521,-0.0098318587988615,0.597764253616333,0.736210286617279,-0.0134899364784359,0.596960186958313,0.69676673412323,-0.0181073453277349,0.5964078307151794,0.6744747161865234,-0.0193496942520141,0.5957353115081787,0.6576721668243408,-0.0196559131145477,0.5844948291778564,0.7369044423103333,-0.0127501338720321,0.5834341049194336,0.6943077445030212,-0.0178034882992506,0.583494246006012,0.6678192615509033,-0.0192327983677387,0.5836924910545349,0.647921085357666,-0.0196061823517084,0.5744725465774536,0.7405445575714111,-0.0115899676457047,0.572195827960968,0.7024492025375366,-0.0153250722214579,0.5725369453430176,0.6783009767532349,-0.0174691583961248,0.5733691453933716,0.6605842709541321,-0.0185693874955177,0.5676414966583252,0.74635249376297,-0.0103933280333876,0.5636134743690491,0.7185539603233337,-0.0137805407866835,0.5623601078987122,0.700599193572998,-0.0154914148151874,0.562120795249939,0.6865014433860779,-0.016086658462882,1.0,,,,,
2,2,2,  score: 0.927975058555603,"label: ""Left""",33,0.3639768362045288,0.5770147442817688,2.705930057800288e-07,0.3808798491954803,0.5890336632728577,-0.0197434239089489,0.4011158049106598,0.5835142135620117,-0.0276858247816562,0.4208086431026459,0.5714893937110901,-0.0310232378542423,0.439123272895813,0.5657393932342529,-0.0330564156174659,0.3939020037651062,0.5212595462799072,-0.020287986844778,0.424784779548645,0.5252588391304016,-0.0265318062156438,0.4433189332485199,0.5327598452568054,-0.0312570296227932,0.4566359519958496,0.5394774079322815,-0.0345541909337043,0.3957665860652923,0.509699821472168,-0.0119280908256769,0.4293975234031677,0.5113927125930786,-0.0178149007260799,0.4487204551696777,0.5194666385650635,-0.021715685725212,0.4629150629043579,0.5271821022033691,-0.0244531817734241,0.3987158238887787,0.5087482333183289,-0.0046755755320191,0.4295529127120971,0.5088147521018982,-0.0113806156441569,0.4473637640476227,0.5162680149078369,-0.0159040223807096,0.4608234763145447,0.5244060754776001,-0.0185622870922088,0.401890218257904,0.5142275094985962,0.0013176524080336,0.4257836043834686,0.5140504240989685,-0.0057028653100132,0.4408241212368011,0.5196442604064941,-0.0098938448354601,0.4534825682640075,0.5259628295898438,-0.0118715250864624,0.0,Bot,0.1219140947721263,-0.2130351174562947,,
3,3,2,  score: 0.9930723905563354,"label: ""Left""",33,0.5904701352119446,0.7990912199020386,1.5858044832839369e-07,0.6085778474807739,0.7796341180801392,-0.0028231174219399,0.6133891940116882,0.7510152459144592,-0.0047005503438413,0.6135011315345764,0.7241995334625244,-0.0054209888912737,0.6170090436935425,0.7054297924041748,-0.0061375210061669,0.5976582169532776,0.735467791557312,-0.011926993727684,0.5968307256698608,0.6955414414405823,-0.016021566465497,0.596182107925415,0.6736621260643005,-0.0167781747877597,0.5953432321548462,0.6575103402137756,-0.0167635045945644,0.584479033946991,0.7364659905433655,-0.011783649213612,0.5838346481323242,0.6930055618286133,-0.01672338321805,0.5834288597106934,0.6673775911331177,-0.018149247393012,0.583042562007904,0.6484977006912231,-0.0186009425669908,0.5745265483856201,0.7407035827636719,-0.0110679408535361,0.5728222131729126,0.7023354172706604,-0.0146312387660145,0.5730465054512024,0.6784831285476685,-0.0166042577475309,0.5737488269805908,0.6611654162406921,-0.017715647816658,0.5676295161247253,0.7471100687980652,-0.01017911080271,0.5636551380157471,0.7185778021812439,-0.0131164416670799,0.5625025033950806,0.7001431584358215,-0.0144823901355266,0.5622246265411377,0.6854107975959778,-0.0149945802986621,1.0,Right,-0.6176726231981171,0.1718148252238784,,
4,4,3,  score: 0.9250645041465759,"label: ""Left""",66,0.3640329241752624,0.5779410004615784,2.389433007010666e-07,0.380351722240448,0.589998185634613,-0.0191782657057046,0.4002410769462585,0.5844402313232422,-0.0264779441058635,0.4201598167419433,0.5727469325065613,-0.0291483271867036,0.4389907121658325,0.5688323378562927,-0.0306063946336507,0.3939186334609985,0.5214561223983765,-0.0192494951188564,0.4250271916389465,0.5236413478851318,-0.0241850055754184,0.4433830082416534,0.5308893918991089,-0.0282246991991996,0.4565933346748352,0.5377856492996216,-0.0313456803560256,0.3967193961143493,0.5101836919784546,-0.010806743055582,0.4297203123569488,0.5113318562507629,-0.0153016820549964,0.448542445898056,0.518911600112915,-0.0188496951013803,0.462315022945404,0.5262599587440491,-0.0216874424368143,0.399736225605011,0.5097944736480713,-0.0033908972982317,0.4300069212913513,0.5097382068634033,-0.0091343121603131,0.4475376605987549,0.5161772966384888,-0.0136742861941456,0.4607435166835785,0.523392379283905,-0.016655558720231,0.4027466773986816,0.515571117401123,0.0028121464420109,0.4257947504520416,0.5153331160545349,-0.0038220402784645,0.4402453005313873,0.5197170376777649,-0.0081948582082986,0.4524558186531067,0.5248147249221802,-0.0105165597051382,0.0,Bot,0.1204329182372198,-0.2086609020675541,,
5,5,3,  score: 0.9918782711029053,"label: ""Left""",66,0.591097891330719,0.800206184387207,1.5305006684229738e-07,0.6086769700050354,0.7796850800514221,-0.0022606768179684,0.6130656599998474,0.7509592175483704,-0.0039628939703106,0.6131462454795837,0.7243330478668213,-0.0046637491323053,0.6171948313713074,0.7057173252105713,-0.005387779790908,0.5972428321838379,0.7351648211479187,-0.0112793007865548,0.5964142680168152,0.6954894661903381,-0.0153531953692436,0.5958107709884644,0.6736404895782471,-0.0161340236663818,0.594917356967926,0.6574622988700867,-0.0161526631563901,0.5842797160148621,0.736443817615509,-0.0115079330280423,0.5835555791854858,0.6927326917648315,-0.0165191404521465,0.5832246541976929,0.6666512489318848,-0.0179190896451473,0.5827573537826538,0.6472041606903076,-0.0183322392404079,0.5745069980621338,0.740881621837616,-0.0111713716760277,0.5724177360534668,0.7024024724960327,-0.014839993789792,0.5726566910743713,0.678329348564148,-0.0168849881738424,0.5734415054321289,0.6607402563095093,-0.0180273801088333,0.5677523612976074,0.7474831938743591,-0.0106394598260521,0.5635010600090027,0.7187453508377075,-0.0136803612112998,0.5623794198036194,0.700250506401062,-0.0151406498625874,0.5623089671134949,0.6855564713478088,-0.0157349668443202,1.0,Right,-0.6202796533288526,0.170136978191237,,
6,6,4,  score: 0.9121369123458862,"label: ""Left""",99,0.3639459311962127,0.5777444839477539,2.452586898016307e-07,0.3804265260696411,0.5906802415847778,-0.0200393795967102,0.40068319439888,0.5853716731071472,-0.0277415160089731,0.4207781255245209,0.5737341642379761,-0.0306200608611106,0.4395591020584106,0.570306658744812,-0.0322683490812778,0.3946073651313782,0.5230405330657959,-0.0204562824219465,0.4247744679450989,0.5246291756629944,-0.0254421215504407,0.4430988729000091,0.5319175720214844,-0.0292937662452459,0.4560224711894989,0.5389228463172913,-0.0321746617555618,0.3963720798492431,0.5103930234909058,-0.0114892767742276,0.4287693798542022,0.5092405676841736,-0.0162868704646825,0.4477294981479645,0.518260657787323,-0.0195734277367591,0.4608230590820312,0.5272581577301025,-0.0220141243189573,0.3985641002655029,0.5088807344436646,-0.0035474856849759,0.4280544817447662,0.5054799318313599,-0.0094991000369191,0.4455502331256866,0.5140997767448425,-0.0138237457722425,0.4578522145748138,0.5235879421234131,-0.0164808370172977,0.4008840918540954,0.5138950943946838,0.0031303279101848,0.4231274724006653,0.5116180181503296,-0.0035767455119639,0.4374819695949554,0.5174942016601562,-0.0078623639419674,0.4489819705486297,0.524346649646759,-0.0100316666066646,0.0,Bot,0.1231741267487994,-0.2160176295308644,,
7,7,4,  score: 0.9907354116439819,"label: ""Left""",99,0.5917374491691589,0.8007399439811707,1.5142275344715017e-07,0.6089518666267395,0.7801250219345093,-0.0023559753317385,0.6133018732070923,0.7518690228462219,-0.0042700776830315,0.6133590936660767,0.7250498533248901,-0.0052098357118666,0.6170110106468201,0.705994188785553,-0.0061687375418841,0.5976234078407288,0.7353681921958923,-0.010979214683175,0.5962561368942261,0.695468544960022,-0.0150380106642842,0.5954016447067261,0.6737945079803467,-0.0158856585621833,0.5943451523780823,0.6576210260391235,-0.0159921385347843,0.5847170352935791,0.7364875078201294,-0.0111972941085696,0.5837750434875488,0.6926800608634949,-0.0160553939640522,0.5837319493293762,0.6674209833145142,-0.0173450224101543,0.5837119817733765,0.6486481428146362,-0.0176931302994489,0.5749274492263794,0.7409218549728394,-0.010913360863924,0.5725594162940979,0.7015589475631714,-0.0145250828936696,0.5727802515029907,0.6774458885192871,-0.0164327584207057,0.5737800002098083,0.6597820520401001,-0.0175149738788604,0.5681214928627014,0.7475414872169495,-0.0104546910151839,0.5634936094284058,0.7182999849319458,-0.0135058537125587,0.5621899366378784,0.6996460556983948,-0.0148961497470736,0.5621510744094849,0.6846345663070679,-0.0154443262144923,1.0,Right,-0.621533131956261,0.169393786041386,,
8,8,5,  score: 0.9287177920341492,"label: ""Left""",132,0.3632446527481079,0.5784618854522705,2.4009477783693e-07,0.3801639080047607,0.5923283696174622,-0.0206921380013227,0.400481641292572,0.5874499678611755,-0.0292168390005826,0.4212155044078827,0.5755032300949097,-0.0329462960362434,0.4401660561561584,0.5706456899642944,-0.0353943333029747,0.3944843113422394,0.5256963968276978,-0.0224032513797283,0.4254457354545593,0.5258946418762207,-0.0275940205901861,0.4433318972587585,0.5340978503227234,-0.0310323629528284,0.4555263221263885,0.5412917733192444,-0.0335569456219673,0.3951489627361297,0.5116952657699585,-0.0133791649714112,0.4289941489696502,0.5098650455474854,-0.0184814091771841,0.4480197429656982,0.5189826488494873,-0.0214629918336868,0.4602640271186828,0.5280817747116089,-0.0236992388963699,0.3968367278575897,0.5084599256515503,-0.0053549734875559,0.4272851645946502,0.502768874168396,-0.0112902158871293,0.4451148808002472,0.5119683146476746,-0.0152731640264391,0.4572889506816864,0.5222328901290894,-0.0177334211766719,0.3990952968597412,0.5111473202705383,0.0013190516037866,0.4215854406356811,0.5049582123756409,-0.0053659817203879,0.4359301924705505,0.5105773210525513,-0.0094109773635864,0.4471421241760254,0.5181575417518616,-0.0114345522597432,0.0,Bot,0.1277257733791549,-0.2286070731724834,,
9,9,5,  score: 0.9907951354980469,"label: ""Left""",132,0.5915564894676208,0.8011258840560913,1.549165915548656e-07,0.6088332533836365,0.7800679206848145,-0.0026052761822938,0.6130850315093994,0.7518835067749023,-0.0047020260244607,0.6132313013076782,0.7250943183898926,-0.0058283936232328,0.6172817349433899,0.7059081792831421,-0.0069538196548819,0.5973230004310608,0.7353081107139587,-0.0108574023470282,0.5960497856140137,0.69532310962677,-0.0150379259139299,0.5952798128128052,0.6735521554946899,-0.0160115417093038,0.5942533016204834,0.6572898030281067,-0.0162024721503257,0.5844441652297974,0.736463189125061,-0.0110527379438281,0.5836607217788696,0.6925224661827087,-0.0159876812249422,0.5836933255195618,0.6670968532562256,-0.0173624102026224,0.583706796169281,0.6481718420982361,-0.0177649538964033,0.5747140645980835,0.7411036491394043,-0.0108045730739831,0.5725135207176208,0.7016993165016174,-0.0145262666046619,0.5728086233139038,0.6774433851242065,-0.0164447892457246,0.5739098191261292,0.659629225730896,-0.0175179243087768,0.567984938621521,0.7478957176208496,-0.0104184430092573,0.5635675191879272,0.7184391617774963,-0.0135903758928179,0.5623906850814819,0.699660062789917,-0.0149803319945931,0.5624454021453857,0.6845413446426392,-0.0155100235715508,1.0,Right,-0.621300486487912,0.1688864843427574,,
