"","X_WRIST","Y_WRIST","Z_WRIST","X_THUMB_CMC","Y_THUMB_CMC","Z_THUMB_CMC","X_THUMB_MCP","Y_THUMB_MCP","Z_THUMB_MCP","X_THUMB_IP","Y_THUMB_IP","Z_THUMB_IP","X_THUMB_TIP","Y_THUMB_TIP","Z_THUMB_TIP","X_INDEX_MCP","Y_INDEX_MCP","Z_INDEX_MCP","X_INDEX_PIP","Y_INDEX_PIP","Z_INDEX_PIP","X_INDEX_DIP","Y_INDEX_DIP","Z_INDEX_DIP","X_INDEX_TIP","Y_INDEX_TIP","Z_INDEX_TIP","X_MIDDLE_MCP","Y_MIDDLE_MCP","Z_MIDDLE_MCP","X_MIDDLE_PIP","Y_MIDDLE_PIP","Z_MIDDLE_PIP","X_MIDDLE_DIP","Y_MIDDLE_DIP","Z_MIDDLE_DIP","X_MIDDLE_TIP","Y_MIDDLE_TIP","Z_MIDDLE_TIP","X_RING_MCP","Y_RING_MCP","Z_RING_MCP","X_RING_TIP","Y_RING_TIP","Z_RING_TIP","X_RING_DIP","Y_RING_DIP","Z_RING_DIP","X_RING_TIP.1","Y_RING_TIP.1","Z_RING_TIP.1","X_PINKY_MCP","Y_PINKY_MCP","Z_PINKY_MCP","X_PINKY_PIP","Y_PINKY_PIP","Z_PINKY_PIP","X_PINKY_DIP","Y_PINKY_DIP","Z_PINKY_DIP","X_PINKY_TIP","Y_PINKY_TIP","Z_PINKY_TIP"
"1",0.0681640859227682,0.0183510408372298,-1.80650465719786e-05,0.0453588343967082,0.0257359755099331,-0.00547111006641779,0.0315463989507461,0.0431179710876369,-0.011263461089838,0.0239135753211341,0.0576070098817157,-0.0126613574505271,0.0207624633641346,0.0650839608177602,-0.0117607170137575,0.0401580928914266,0.0719561660194346,-0.0357612885874994,0.0343172081879485,0.114175841507276,-0.042987661223752,0.0326337680783528,0.136097500458451,-0.0425457202779248,0.031840718771973,0.15159016558517,-0.0416203920528769,0.0547851265039701,0.0764793128417306,-0.0335695295224612,0.0492706315421087,0.12161968235791,-0.04591395364375,0.046703457835948,0.146649127951767,-0.0491205279970924,0.0460325294282492,0.165226821747132,-0.052086816699266,0.0687116551866828,0.0766665875186632,-0.0299327686603059,0.0637374173020465,0.115737072302126,-0.0415559486918753,0.0612485850585823,0.141207774737558,-0.0440476491658475,0.0597424868041208,0.161398184344866,-0.0470128706029243,0.0809064968290044,0.0734315593211949,-0.0245939966389966,0.0798078351486403,0.106780577206643,-0.0330740600528026,0.0796442552245518,0.12561389011816,-0.0367003723772036,0.07921883489934,0.141634172995374,-0.0402911853347827
"2",0.0680376567066734,0.018677739124964,-1.7938435268297e-05,0.0453611344099252,0.0258592669726913,-0.00611215708879375,0.031542372614837,0.042948785871573,-0.012231951039043,0.0238419955025827,0.0572518254327409,-0.0139572477520456,0.0206083040416838,0.0647287782448344,-0.0133402058015766,0.0400856169031009,0.0724220220631582,-0.0357946975803432,0.0342615862420051,0.114408204146795,-0.0430280996189631,0.0325837898611317,0.136255567543406,-0.0427839098523557,0.0318442410667835,0.151712998816316,-0.0420723643295692,0.0546660851257248,0.076911858563169,-0.0334840608780882,0.0491590346581225,0.121948023834254,-0.0456890782657459,0.0465931382048902,0.146773513905651,-0.0491025144165866,0.0459757400266953,0.165279131423649,-0.0523008812778915,0.0685457157476594,0.0770100566426365,-0.0298251793023273,0.0636235457910231,0.115981018745232,-0.0413677918007117,0.0611432462456711,0.141305558171581,-0.0439230980870629,0.0596467955887522,0.161474753194935,-0.0470410404901974,0.0807280554575251,0.0736748861746429,-0.0245592983275337,0.0796992811404026,0.106858312206737,-0.0331230910025235,0.0795627674425892,0.125608823883217,-0.036885619971803,0.0791763214050216,0.141582165270889,-0.0405941859433111
"3",0.0675486984206389,0.0191083761964881,-1.80880506494221e-05,0.045044464819612,0.025995069476507,-0.00726039672404825,0.0312832145809926,0.0426840167408966,-0.0139982890496385,0.0236061803654911,0.0568084035325964,-0.0163385641885771,0.0203838352185247,0.0643920958296161,-0.0162338443000953,0.0396662971105273,0.0731173111023104,-0.0361149949420987,0.0339045417798342,0.114794126640274,-0.0434314038911557,0.0322464310798261,0.136552923182324,-0.0435378723503912,0.0316271384526799,0.152006427843579,-0.0431867180660346,0.0541523280873392,0.0774897354619694,-0.0335501714325438,0.0486304485723127,0.122424840993647,-0.0455592030920263,0.0460752131753682,0.146942234128161,-0.0493151303155075,0.0455539202123878,0.165418821764326,-0.0529069790893686,0.0679263774534271,0.077420804672091,-0.029781108192738,0.0630564892656029,0.116320356379494,-0.041164074808673,0.060575763057812,0.141385760198508,-0.0437523902435011,0.05910107620791,0.161496994546686,-0.0470368514703051,0.0800627455893688,0.0739203086283306,-0.0245639969170956,0.0790756104125007,0.106877589727414,-0.0332153814350996,0.0789505260767449,0.12549415518614,-0.0371320408569062,0.0786282010137113,0.141415476444973,-0.0409466678294735
"4",0.0661257188966862,0.0194529628545504,-1.88749734451626e-05,0.0437560294496833,0.0262256548092177,-0.00832858682899261,0.0302090284097101,0.0428055818492361,-0.0156752601088491,0.0228238538543324,0.0570684262932106,-0.0186110488131253,0.0199021107106359,0.0649674437759803,-0.0189725074369641,0.0383439449495625,0.0737429584426337,-0.0368226794444205,0.0327083000781768,0.115277618158098,-0.0443563483706609,0.0310779177790369,0.136974971351738,-0.0447942298227868,0.0306015980640744,0.15246711398073,-0.0447364260913596,0.0526600592140093,0.0778865894997348,-0.0339313160014823,0.0470869639652632,0.12280353652134,-0.0458782886475228,0.0445617777854461,0.147051965725331,-0.0498963584301357,0.0441279433577853,0.165608149284403,-0.0537872709488348,0.0662424439058037,0.077641159815585,-0.0299194448389713,0.061353564807321,0.116580385241941,-0.041153105811655,0.0588613589916759,0.141301603443538,-0.0436313581966086,0.0574271887414119,0.161239931502775,-0.0468502931601548,0.0782440128670432,0.0740121988228014,-0.0245877260988085,0.0771429493669374,0.106811358773246,-0.0332143797560756,0.0769714672052967,0.125252960924152,-0.0371017069835886,0.0767047539546398,0.141125256701564,-0.0408046270131997
"5",0.0626031052080134,0.0203852034398594,-1.99494791570467e-05,0.040570067183299,0.0273162088431083,-0.009170059750794,0.0274456576640494,0.0441667789635968,-0.0169513708746255,0.0205525186406662,0.0588818048341231,-0.0202869717815659,0.0181244247459216,0.0672887203833801,-0.020948650669807,0.0352002761570114,0.0749489824491868,-0.0375393316470175,0.0297550471890942,0.11633479860027,-0.0454053438791906,0.0281295527679243,0.137812856593022,-0.046145682866957,0.0277512207476004,0.153166485373366,-0.0462790907070955,0.0491145537322914,0.0787611232286263,-0.0342638798699574,0.0435116882064751,0.123478761037254,-0.0463391547155558,0.0410433863196958,0.147258135474436,-0.0504966771187431,0.0406693138750498,0.165733017942895,-0.0544802563257219,0.0622925648857624,0.0783352705356027,-0.0298992816133022,0.0573509239383122,0.11712082221082,-0.0411001451115758,0.0548951018650315,0.141139303285541,-0.0433878415716293,0.0535489484069854,0.160575643634454,-0.0462795692747047,0.0739517359813239,0.0746267567833028,-0.0243008917121589,0.0726241030739185,0.107107912984833,-0.0328373124831213,0.0723984922853623,0.125125948097074,-0.0365200158505092,0.0721919366171358,0.140773062307646,-0.0398874787546792
"6",0.0563863890994045,0.0227246374992873,-2.05786634508813e-05,0.0351941107772191,0.029965313081381,-0.0100214226957652,0.0226568267257215,0.0472356505939627,-0.0180856047915468,0.0162110493110663,0.0624433164039908,-0.0216430351953414,0.0141805941610212,0.0714204181927607,-0.0225001594915346,0.0298735585352886,0.0775948565904799,-0.0377259680238515,0.0246565370586226,0.118457618527636,-0.0459511257907778,0.0229836726576276,0.139339360304263,-0.0470669198329456,0.0226118285794737,0.154138053727598,-0.0474031544622198,0.0430316191342696,0.0810256554340705,-0.0340022829300328,0.0374964716802105,0.125026363218714,-0.046302132813403,0.0351084692676755,0.147796342622812,-0.0505875437908726,0.0347811858297279,0.165689588844553,-0.0545263928751363,0.0555026518537914,0.0803805168682642,-0.0292579686469484,0.0505741634845918,0.118432935963663,-0.0405916364681149,0.0482660848328085,0.141117229254095,-0.0427762659236709,0.0470757908272803,0.159582841616421,-0.0452585580298285,0.0665479202700466,0.0765810935889776,-0.0233786469267012,0.0650414832069868,0.108257654853023,-0.0319062225297295,0.0648449245819122,0.125397544263566,-0.0353871659956951,0.0647392618281157,0.140456632225437,-0.0383705547484142
"7",0.0477669929866244,0.0266131562743799,-2.04635011586449e-05,0.0279759298786685,0.0341976205434336,-0.0110633083219029,0.0161286169668321,0.0518538826040972,-0.0193344770475161,0.00995946318963897,0.067423369988181,-0.023015178009391,0.00809150292301807,0.076949286365176,-0.0240448168725771,0.0226664531178601,0.081848589760987,-0.0372204638383296,0.0176941317655937,0.121683705315155,-0.0457790456519181,0.0159184913396563,0.14155548556076,-0.0473983578432865,0.0154626570253121,0.155348023871916,-0.0480259111316004,0.0347260291348398,0.0848848183549598,-0.0329850651599251,0.0293748233322196,0.127581565579684,-0.0455211716499139,0.0270834482062848,0.148726744723374,-0.050003096162599,0.0268055557005643,0.165465912978713,-0.053848740890511,0.0462049972495139,0.0839639487191466,-0.0278824233524193,0.0413981160979365,0.120622569796685,-0.0394954153560946,0.0393581068185636,0.141328080187201,-0.041739426896831,0.038387610447788,0.158385714150077,-0.0438580391941466,0.0563921206967239,0.0800238903178998,-0.021791012120504,0.0548352589758042,0.110332466085068,-0.0304580539870264,0.0547826141098552,0.12612709581309,-0.0338463753197696,0.0548319451423067,0.140215150246198,-0.0365119269583774
"8",0.0379154784185414,0.0313857545800804,-1.98604530687557e-05,0.0198468416515286,0.0393009193662362,-0.0122576111211567,0.00872881881697514,0.0572750921210282,-0.0207145770483795,0.00270873981367684,0.0730884751330643,-0.0244859457015991,0.000837012694450875,0.0831286927994126,-0.025697514326248,0.0145153944108838,0.0870254227547572,-0.0362927279104736,0.00979093781700261,0.125522119165443,-0.0451563372610406,0.00788140144935842,0.144148192382524,-0.0473638392666126,0.00729237630834563,0.156678755962118,-0.0483517091559712,0.025292980836715,0.0896699072533246,-0.0315113095732642,0.0201942805258328,0.130723370099931,-0.0442671552344723,0.0180065106326013,0.149887533384975,-0.049004658315147,0.0177836047023922,0.165140482272466,-0.0527545749029976,0.0356290774294804,0.0884378157277362,-0.0260752606930488,0.0310145606997867,0.123319881758715,-0.0380424844046841,0.0293107554478067,0.141691279734505,-0.0404549523805109,0.0285938871622632,0.157110823320817,-0.0422695929840853,0.0448321605919071,0.0843196404570131,-0.0198319343633095,0.0433168811127018,0.112931886024072,-0.0287375738550989,0.0434794765629779,0.127122906483487,-0.0321216839191349,0.0437169336763062,0.140025365682903,-0.0345367550458682
"9",0.0276624135042166,0.036445652373461,-1.90995855269184e-05,0.0114205829557868,0.0446874084682875,-0.0135015782967112,0.0010448132564657,0.0629576353333204,-0.0221375632373726,-0.00486733990340508,0.0789769075921787,-0.0259891003370285,-0.00679654318306241,0.0895204622238919,-0.0273857054367564,0.00605648242786757,0.0925023051515753,-0.0352282643902536,0.00158100183709715,0.129559712303215,-0.0443878377623418,-0.000472531277541847,0.14686347790246,-0.0472110924037064,-0.00121068844391692,0.158048975727122,-0.0485816968032737,0.0154923410297057,0.0947558178878148,-0.0298895484347846,0.0106683851946251,0.134055793895426,-0.0428598764675115,0.00858651182447325,0.151123161045539,-0.0478721297790412,0.0084204197808646,0.164782064633417,-0.0515254686032635,0.0246364403493881,0.0932009280764049,-0.0241280229312514,0.0202372139675003,0.126182158424169,-0.0364738030639154,0.0188917431276446,0.142103823207547,-0.0390900225055958,0.0184395222981609,0.155810354802329,-0.0406198699782097,0.0328144617429584,0.0888924641803828,-0.0177521652730754,0.0313705006555632,0.115701704658699,-0.0269285106873201,0.031771454478229,0.128205084943289,-0.03033696755986,0.0322078080058715,0.13985221295028,-0.0325232266472786
"10",0.0174093485898917,0.0415055501668415,-1.83387179850812e-05,0.00299432426004497,0.0500738975703389,-0.0147455454722658,-0.00663919230404375,0.0686401785456127,-0.0235605494263657,-0.012443419620487,0.0848653400512931,-0.0274922549724579,-0.0144300990605757,0.0959122316483711,-0.0290738965472648,-0.00240242955514869,0.0979791875483934,-0.0341638008700335,-0.00662893414280831,0.133597305440987,-0.043619338263643,-0.00882646400444212,0.149578763422396,-0.0470583455408002,-0.00971375319617947,0.159419195492126,-0.0488116844505762,0.00569170122269651,0.099841728522305,-0.028267787296305,0.00114248986341746,0.137388217690921,-0.0414525977005508,-0.00083348698365486,0.152358788706104,-0.0467396012429354,-0.000942765140662979,0.164423646994367,-0.0502963623035294,0.0136438032692959,0.0979640404250736,-0.0221807851694539,0.009459867235214,0.129044435089624,-0.0349051217231468,0.00847273080748256,0.14251636668059,-0.0377250926306807,0.00828515743405858,0.15450988628384,-0.0389701469723341,0.0207967628940096,0.0934652879037525,-0.0156723961828413,0.0194241201984246,0.118471523293326,-0.0251194475195412,0.02006343239348,0.129287263403091,-0.0285522512005851,0.0206986823354368,0.139679060217658,-0.0305096982486891
