40,  score: 0.955751895904541,"  label: ""Left""",1287,0.6134009957313538,0.8637469410896301,-3.580277189030312e-05,0.6009486317634583,0.8466699123382568,-0.0026470983866602182,0.5897968411445618,0.8165993094444275,-0.01366384420543909,0.5830464363098145,0.7886976599693298,-0.018639275804162025,0.579535722732544,0.7692319750785828,-0.021260006353259087,0.5879054665565491,0.8289830088615417,-0.07649485021829605,0.5759093165397644,0.7856494784355164,-0.09082147479057312,0.5696340799331665,0.7626476287841797,-0.08825330436229706,0.5658458471298218,0.7442572116851807,-0.08327192068099976,0.5928072333335876,0.8275819420814514,-0.07190877944231033,0.5835095047950745,0.7804217338562012,-0.08852053433656693,0.579640805721283,0.753350555896759,-0.08275480568408966,0.5778098106384277,0.7353036403656006,-0.07660882920026779,0.598400890827179,0.8247674107551575,-0.062406543642282486,0.5903587341308594,0.7798424959182739,-0.07647167146205902,0.586475133895874,0.7546955943107605,-0.07384108006954193,0.5841599106788635,0.7372156381607056,-0.07040886580944061,0.6043574213981628,0.8202436566352844,-0.05028088018298149,0.5957304835319519,0.7843824625015259,-0.05242356285452843,0.5921451449394226,0.7695069909095764,-0.047827303409576416,0.590889036655426,0.7587301135063171,-0.04428597167134285
40,  score: 0.8667736053466797,"  label: ""Right""",1287,0.4922791123390198,0.6044752597808838,-2.3045371563057415e-05,0.516402006149292,0.595021665096283,-0.004115674644708633,0.5281647443771362,0.5705513954162598,-0.005260629579424858,0.5317884683609009,0.5460198521614075,-0.0007883138605393469,0.5358416438102722,0.528048574924469,0.002877625869587064,0.5100148916244507,0.5418472290039062,-0.026083627715706825,0.52394700050354,0.5137953162193298,-0.0080516766756773,0.529132068157196,0.5210246443748474,0.012523560784757137,0.5280445218086243,0.5308973789215088,0.02357901632785797,0.49699369072914124,0.5389626622200012,-0.017876893281936646,0.5131430625915527,0.5159754157066345,0.004138170275837183,0.518998920917511,0.5252876281738281,0.021722204983234406,0.5179302096366882,0.5356340408325195,0.026729166507720947,0.4876495897769928,0.5414173007011414,-0.0063277119770646095,0.5035550594329834,0.5231718420982361,0.014743401668965816,0.5097972750663757,0.5311715006828308,0.025380654260516167,0.5091968774795532,0.5417562127113342,0.025184020400047302,0.48126253485679626,0.5461798310279846,0.005120850168168545,0.4953991770744324,0.530152440071106,0.02033649943768978,0.500800609588623,0.5355997085571289,0.027236709371209145,0.5003563761711121,0.5447956919670105,0.028773527592420578
41,  score: 0.9999895095825195,"  label: ""Left""",1320,0.6374862194061279,0.8600677251815796,-3.74030860257335e-05,0.6067711710929871,0.863090455532074,-0.011017902754247189,0.5892460346221924,0.8436879515647888,-0.03652478754520416,0.582669198513031,0.8156275749206543,-0.05818194895982742,0.5811690092086792,0.7959875464439392,-0.0809076577425003,0.5895365476608276,0.86012202501297,-0.07021129131317139,0.5794777274131775,0.8203714489936829,-0.09413343667984009,0.5747995972633362,0.7948247194290161,-0.10012316703796387,0.5699656009674072,0.7747392058372498,-0.10562913119792938,0.6064128279685974,0.8638810515403748,-0.07244215905666351,0.5981312990188599,0.813047468662262,-0.09549776464700699,0.5924628973007202,0.7839446663856506,-0.09204962104558945,0.5888258218765259,0.7633296251296997,-0.09161301702260971,0.6216301918029785,0.861221432685852,-0.07241196930408478,0.6154778003692627,0.8116458654403687,-0.08755680918693542,0.6094153523445129,0.7812786102294922,-0.0800933688879013,0.604781985282898,0.7612127065658569,-0.07665331661701202,0.6347300410270691,0.85294508934021,-0.07258739322423935,0.6287295818328857,0.811772346496582,-0.07871782779693604,0.6243879199028015,0.7905194759368896,-0.07117460668087006,0.6206846237182617,0.7755042314529419,-0.06885743886232376
41,  score: 0.850827157497406,"  label: ""Left""",1320,0.48851627111434937,0.6052387356758118,-2.8408236175891943e-05,0.5128009915351868,0.5911509990692139,-0.0034548824187368155,0.5245808959007263,0.5656493306159973,-0.004014975391328335,0.5283676981925964,0.5400177240371704,-0.0004070633149240166,0.5322406888008118,0.5200461149215698,0.0016241390258073807,0.5070750713348389,0.5386307239532471,-0.015493616461753845,0.519851565361023,0.5123291015625,0.002211915096268058,0.5254722833633423,0.5160785913467407,0.018736902624368668,0.5257689952850342,0.5236741304397583,0.027287127450108528,0.49480730295181274,0.5366024374961853,-0.007242587860673666,0.509377658367157,0.5161271691322327,0.016402846202254295,0.516036868095398,0.5237411260604858,0.03279362618923187,0.5173143148422241,0.5329141020774841,0.03794978931546211,0.4861370027065277,0.5393291115760803,0.0036375492345541716,0.5007444620132446,0.5245446562767029,0.02650645561516285,0.507760226726532,0.5316306352615356,0.036204028874635696,0.5088186860084534,0.5417295098304749,0.036756690591573715,0.4804743826389313,0.5440548658370972,0.01398363895714283,0.49352729320526123,0.5312945246696472,0.030594857409596443,0.49938905239105225,0.5358248949050903,0.03805043548345566,0.5000258684158325,0.5439447164535522,0.04096639156341553
42,  score: 0.9208505749702454,"  label: ""Left""",1353,0.4855179190635681,0.6037155389785767,-2.8841161110904068e-05,0.5112584233283997,0.5909863710403442,-0.0033555617555975914,0.5226054787635803,0.5661219954490662,-0.0026248223148286343,0.5262242555618286,0.5406007170677185,0.0029863130766898394,0.5316286087036133,0.5222490429878235,0.008615424856543541,0.5047629475593567,0.5374677181243896,-0.020535770803689957,0.51899653673172,0.511829137802124,-0.0002096206007990986,0.522553026676178,0.5221394300460815,0.01879233494400978,0.5198352336883545,0.5320925712585449,0.028286058455705643,0.4925385117530823,0.535173773765564,-0.012149211019277573,0.5079841017723083,0.5137980580329895,0.012103653512895107,0.5128737688064575,0.5238156914710999,0.028796082362532616,0.5111408829689026,0.5328689217567444,0.033287983387708664,0.4840801954269409,0.5378555655479431,-0.0002774363965727389,0.4987255036830902,0.5200663805007935,0.02173791266977787,0.5047675371170044,0.5283603072166443,0.03196413815021515,0.5035593509674072,0.5382178425788879,0.03244810923933983,0.47838014364242554,0.5423421859741211,0.011231575161218643,0.4906071424484253,0.5267004370689392,0.026556212455034256,0.4959067702293396,0.5319172143936157,0.0332261361181736,0.49537333846092224,0.5406395196914673,0.03490966930985451
43,  score: 0.708937406539917,"  label: ""Left""",1386,0.48601314425468445,0.6033300161361694,-2.7737158234231174e-05,0.5106611251831055,0.590082585811615,-0.005623515695333481,0.5220697522163391,0.5652251839637756,-0.006530349608510733,0.5258177518844604,0.5394469499588013,-0.0022913815919309855,0.5289362668991089,0.5197850465774536,0.0023618170525878668,0.5035487413406372,0.5383137464523315,-0.02228015847504139,0.5176825523376465,0.5107978582382202,-0.004542108625173569,0.5225302577018738,0.5174469351768494,0.013321795500814915,0.5211858749389648,0.526819109916687,0.02228737436234951,0.49146124720573425,0.5360525250434875,-0.013261066749691963,0.5070268511772156,0.5120600461959839,0.008923142217099667,0.5131576061248779,0.5203908681869507,0.026046233251690865,0.5131601691246033,0.5298686027526855,0.031810205429792404,0.48318159580230713,0.5383337736129761,-0.0015362389385700226,0.49854305386543274,0.519237756729126,0.019403137266635895,0.5054550766944885,0.5268104672431946,0.029993774369359016,0.5058488845825195,0.5369583368301392,0.03148755803704262,0.47810086607933044,0.5426744222640991,0.009759968146681786,0.4910997748374939,0.5269259214401245,0.02444610744714737,0.496940016746521,0.5316330790519714,0.03126190975308418,0.49739742279052734,0.5399711728096008,0.03385103866457939
44,  score: 0.5520709753036499,"  label: ""Left""",1419,0.48534438014030457,0.6043663620948792,-2.8110822313465178e-05,0.5107274651527405,0.5913780927658081,-0.0004905503010377288,0.5220521688461304,0.5668253898620605,0.0006820784183219075,0.5252384543418884,0.5405359864234924,0.0064462581649422646,0.5286321640014648,0.5209538340568542,0.012631207704544067,0.5046567320823669,0.5394649505615234,-0.02215282991528511,0.519059419631958,0.5112771987915039,-0.002650621347129345,0.5233059525489807,0.518733024597168,0.018221966922283173,0.5212511420249939,0.5277987122535706,0.02979881688952446,0.4921349883079529,0.5357366800308228,-0.015088324435055256,0.5082631707191467,0.5126386880874634,0.00795142725110054,0.5136725306510925,0.5220628976821899,0.027331575751304626,0.512611985206604,0.531132161617279,0.03437722101807594,0.48339977860450745,0.537254810333252,-0.0043999492190778255,0.4990168511867523,0.5184454321861267,0.016887012869119644,0.5051924586296082,0.5265554189682007,0.029737887904047966,0.5042222738265991,0.5362904071807861,0.03275410085916519,0.47753557562828064,0.5411457419395447,0.006174314301460981,0.4902573227882385,0.5240746736526489,0.021138355135917664,0.49586600065231323,0.5291022658348083,0.029071969911456108,0.4956458508968353,0.5375885367393494,0.03219819441437721
45,  score: 0.7968378663063049,"  label: ""Left""",1452,0.48506730794906616,0.6052502393722534,-3.505566928652115e-05,0.511681854724884,0.5926699042320251,-0.003110742662101984,0.5234020948410034,0.5677663087844849,-0.003283420344814658,0.5261098742485046,0.5410442352294922,0.0020318503957241774,0.5302259922027588,0.5217733979225159,0.008724477142095566,0.504685640335083,0.5407310724258423,-0.02897578850388527,0.5214164853096008,0.5116915106773376,-0.009472367353737354,0.5250813961029053,0.5210302472114563,0.011888178065419197,0.52130526304245,0.5308509469032288,0.023280244320631027,0.4918815791606903,0.5366348624229431,-0.02118908055126667,0.5092708468437195,0.5096446871757507,-6.916889105923474e-05,0.5143385529518127,0.5201432108879089,0.01835036464035511,0.512111485004425,0.5291523933410645,0.023918062448501587,0.48317229747772217,0.5370005369186401,-0.009777122177183628,0.5002037286758423,0.5142983794212341,0.010039263404905796,0.5058643221855164,0.5234269499778748,0.022471483796834946,0.5036721229553223,0.5325711369514465,0.024261748418211937,0.47749999165534973,0.539626955986023,0.0016567227430641651,0.49159902334213257,0.520609438419342,0.015419474802911282,0.4966895580291748,0.5266122817993164,0.022942401468753815,0.49540749192237854,0.5347988605499268,0.024926919490098953
46,  score: 0.5233135223388672,"  label: ""Right""",1485,0.48630577325820923,0.6069505214691162,-3.022610144398641e-05,0.5127348899841309,0.5933994054794312,-0.0034473096020519733,0.5245317816734314,0.5682888627052307,-0.0021385368891060352,0.5278980731964111,0.5425512790679932,0.0051996405236423016,0.5284406542778015,0.5243228673934937,0.014396385289728642,0.5065604448318481,0.541987419128418,-0.02741457149386406,0.5214710235595703,0.510184109210968,-0.0088198808953166,0.5264520049095154,0.5174776315689087,0.012028690427541733,0.5243053436279297,0.5271192789077759,0.02352602779865265,0.49384772777557373,0.5383744835853577,-0.01901325210928917,0.5101689100265503,0.5089571475982666,0.0027405915316194296,0.5160879492759705,0.5182508230209351,0.021446583792567253,0.5150004029273987,0.5280367136001587,0.02818293310701847,0.4852951765060425,0.5392253994941711,-0.007209612987935543,0.5015886425971985,0.5152245163917542,0.012401527725160122,0.5078787207603455,0.5237125754356384,0.025104384869337082,0.5065629482269287,0.5335768461227417,0.02770657278597355,0.4797210693359375,0.5423467755317688,0.0045808106660842896,0.49273180961608887,0.5221366882324219,0.018327778205275536,0.4985428750514984,0.52757728099823,0.025812217965722084,0.4983208179473877,0.5364379286766052,0.028571950271725655
47,  score: 0.700450599193573,"  label: ""Left""",1518,0.4870947003364563,0.6065230965614319,-3.2729363738326356e-05,0.5127859711647034,0.5945062637329102,-0.004733195062726736,0.5248469710350037,0.5700412392616272,-0.004453278612345457,0.5285488963127136,0.5442818403244019,0.0021003044676035643,0.5291464328765869,0.5256640315055847,0.01042488869279623,0.5071411728858948,0.5435631275177002,-0.028190990909934044,0.5219497680664062,0.5120502710342407,-0.009952574968338013,0.5266638994216919,0.5177587270736694,0.010583181865513325,0.5247349143028259,0.5266056656837463,0.02199590392410755,0.4946284592151642,0.5396043658256531,-0.019312366843223572,0.5104760527610779,0.5101010203361511,0.0020108609460294247,0.516144871711731,0.5184726119041443,0.02063959836959839,0.5152297616004944,0.5276175141334534,0.027237677946686745,0.4860774874687195,0.5401501059532166,-0.007190887816250324,0.5016375780105591,0.5159160494804382,0.012205926701426506,0.5078614950180054,0.5238702893257141,0.025136735290288925,0.5068728923797607,0.5331639647483826,0.027886727824807167,0.48040637373924255,0.5430271029472351,0.0048578218556940556,0.49323222041130066,0.5231425166130066,0.01829158328473568,0.4990420341491699,0.5281357169151306,0.02578766644001007,0.49892982840538025,0.5364474654197693,0.028742782771587372
48,  score: 0.6391353607177734,"  label: ""Left""",1551,0.48673737049102783,0.6066936254501343,-3.512834518915042e-05,0.5123380422592163,0.5950974225997925,-0.004436539486050606,0.5242912769317627,0.570205569267273,-0.004112133756279945,0.5278469920158386,0.5443333387374878,0.00241434620693326,0.5304497480392456,0.5255297422409058,0.010219118557870388,0.5071061253547668,0.5443367958068848,-0.027889393270015717,0.5226095914840698,0.5138015747070312,-0.009637598879635334,0.527742862701416,0.5186644792556763,0.010841341689229012,0.5261073112487793,0.5266199707984924,0.02236572839319706,0.49466606974601746,0.5401807427406311,-0.01904520019888878,0.5111172795295715,0.5118840932846069,0.0022184744011610746,0.516944944858551,0.5202741622924805,0.020872971042990685,0.5162783265113831,0.5288980007171631,0.02739371918141842,0.4861770570278168,0.5406084060668945,-0.006985681597143412,0.5023230910301208,0.5176417231559753,0.01255517266690731,0.5085800886154175,0.5258872509002686,0.025081390514969826,0.507841169834137,0.5352301597595215,0.02754383534193039,0.480590283870697,0.543519914150238,0.005007502157241106,0.49401673674583435,0.5247081518173218,0.018692774698138237,0.4997100830078125,0.5301799774169922,0.02587340958416462,0.4996017813682556,0.5387202501296997,0.02845151349902153
49,  score: 0.8451948165893555,"  label: ""Left""",1584,0.4845457673072815,0.609052300453186,-3.766793088288978e-05,0.5116283893585205,0.5964426398277283,-0.00335832592099905,0.5244925022125244,0.5711328983306885,-0.002943784464150667,0.5281668305397034,0.5441440939903259,0.0034162166994065046,0.5313090682029724,0.5248075127601624,0.01124422624707222,0.5075490474700928,0.5456361174583435,-0.026791395619511604,0.5237405896186829,0.5134891867637634,-0.008959271013736725,0.5294044613838196,0.5180522799491882,0.010981726460158825,0.5279068350791931,0.5264341235160828,0.022565005347132683,0.49440997838974,0.5405906438827515,-0.01871103048324585,0.5119876861572266,0.5117839574813843,0.001736960606649518,0.518683671951294,0.5201975107192993,0.019713813439011574,0.5181930661201477,0.5291097164154053,0.02658723294734955,0.4855334162712097,0.5406992435455322,-0.007256752345710993,0.5028132796287537,0.5174639225006104,0.011819059029221535,0.5096094012260437,0.525554358959198,0.023812605068087578,0.5087270736694336,0.5351372361183167,0.026046741753816605,0.4797719419002533,0.5435909032821655,0.0041198101826012135,0.4938058853149414,0.5244244933128357,0.017687568441033363,0.4998047947883606,0.5297034382820129,0.02451173961162567,0.4997473359107971,0.5382160544395447,0.02680300921201706
50,  score: 0.9019444584846497,"  label: ""Left""",1617,0.4847123920917511,0.6078540682792664,-3.351091072545387e-05,0.5113121867179871,0.5958643555641174,-0.0030331474263221025,0.5239296555519104,0.5713953375816345,-0.003096342319622636,0.5276261568069458,0.5445550084114075,0.0024449145421385765,0.5312981605529785,0.525111734867096,0.009347829967737198,0.5072852373123169,0.5459235310554504,-0.026448285207152367,0.5239121317863464,0.5150610208511353,-0.008898800238966942,0.5290160775184631,0.5197862982749939,0.010783232748508453,0.5270294547080994,0.5279908776283264,0.022287974134087563,0.4945034682750702,0.5406012535095215,-0.0188883226364851,0.5122442841529846,0.5124253630638123,0.0011279105674475431,0.5182943940162659,0.5208773612976074,0.01907312124967575,0.5173653960227966,0.529493510723114,0.026057319715619087,0.48568862676620483,0.5402895212173462,-0.007985943928360939,0.5029494166374207,0.5173217058181763,0.01090934593230486,0.5092907547950745,0.5255069732666016,0.02307409606873989,0.5081947445869446,0.5347774624824524,0.02543707564473152,0.47978952527046204,0.5427266955375671,0.002845445182174444,0.49353474378585815,0.5236846208572388,0.01622628979384899,0.4992048144340515,0.5288340449333191,0.023323561996221542,0.4990098476409912,0.5370161533355713,0.025796033442020416
51,  score: 0.8042131662368774,"  label: ""Left""",1650,0.4843672513961792,0.6081511378288269,-3.243322862545028e-05,0.5111076235771179,0.5963526964187622,-0.003438943764194846,0.5238504409790039,0.5715490579605103,-0.0033931892830878496,0.5277600288391113,0.5448331236839294,0.0024163778871297836,0.5312174558639526,0.5253927111625671,0.009649279527366161,0.5070447325706482,0.5458042621612549,-0.026807058602571487,0.5236356258392334,0.5149573683738708,-0.009074513800442219,0.529207706451416,0.5193392038345337,0.010746066458523273,0.5277591347694397,0.5272817015647888,0.022191204130649567,0.49408552050590515,0.5406301617622375,-0.018821178004145622,0.5121325850486755,0.5128966569900513,0.0017704704077914357,0.5183839201927185,0.5211957693099976,0.019764810800552368,0.5176506042480469,0.5299726724624634,0.026751384139060974,0.48520785570144653,0.540503740310669,-0.007523879408836365,0.5027836561203003,0.5179554224014282,0.011797433719038963,0.5094165205955505,0.5260968208312988,0.023963268846273422,0.5085062980651855,0.535676896572113,0.02639196626842022,0.47929200530052185,0.543117880821228,0.003685852512717247,0.493192583322525,0.5241216421127319,0.017214741557836533,0.49915164709091187,0.5292351245880127,0.0242311991751194,0.49923133850097656,0.5376954674720764,0.026718825101852417
52,  score: 0.7665510177612305,"  label: ""Left""",1683,0.48508065938949585,0.6086226105690002,-3.235167605453171e-05,0.5113888382911682,0.5963189005851746,-0.003848424181342125,0.5238394141197205,0.5719895958900452,-0.0043113986030220985,0.5278345942497253,0.5454326868057251,0.000853261852171272,0.5313716530799866,0.5253886580467224,0.006927935406565666,0.5070320963859558,0.5458358526229858,-0.025661922991275787,0.5223162174224854,0.5156696438789368,-0.0072196125984191895,0.5265132188796997,0.5219279527664185,0.013244682922959328,0.5243045091629028,0.5307589173316956,0.02480744943022728,0.4943819046020508,0.5412771701812744,-0.017531584948301315,0.5111271739006042,0.5143762230873108,0.0038280216977000237,0.5165563821792603,0.523197591304779,0.02233639545738697,0.5157714486122131,0.5320301651954651,0.029163558036088943,0.4852989614009857,0.5414388179779053,-0.006107146851718426,0.5017754435539246,0.5198997855186462,0.014027446508407593,0.5080122947692871,0.5280161499977112,0.02648797817528248,0.5071964263916016,0.5373682379722595,0.02896028384566307,0.47892099618911743,0.5439079999923706,0.005142587702721357,0.4925619959831238,0.5261771082878113,0.019086899235844612,0.4980868101119995,0.5314685106277466,0.026480352506041527,0.4978592097759247,0.5398332476615906,0.029335694387555122
53,  score: 0.8400737047195435,"  label: ""Left""",1716,0.48408427834510803,0.6110512614250183,-4.242266732035205e-05,0.5109124183654785,0.5970995426177979,-0.003218956058844924,0.523331880569458,0.5718808174133301,-0.003647103440016508,0.5272320508956909,0.5449088215827942,0.0015139376046136022,0.531608521938324,0.5253592729568481,0.007718801032751799,0.5060065388679504,0.545904278755188,-0.026086388155817986,0.523637592792511,0.5159309506416321,-0.0074259745888412,0.5284432768821716,0.5221851468086243,0.012477208860218525,0.5259071588516235,0.5309697389602661,0.023581188172101974,0.49323561787605286,0.5408187508583069,-0.018463991582393646,0.5118731260299683,0.5132954120635986,0.0019001043401658535,0.5176374912261963,0.5226770043373108,0.01941646821796894,0.5160356760025024,0.5317633152008057,0.025727318599820137,0.4845411777496338,0.5407100915908813,-0.007274593226611614,0.5024051666259766,0.5177053213119507,0.011985688470304012,0.5088468194007874,0.5260734558105469,0.023839985951781273,0.5075035095214844,0.5356192588806152,0.02613290585577488,0.47880151867866516,0.5433643460273743,0.003677608212456107,0.4933033585548401,0.5243917107582092,0.017393307760357857,0.4990152418613434,0.529484748840332,0.024607904255390167,0.4984739422798157,0.5376058220863342,0.027322810143232346
54,  score: 0.7222388386726379,"  label: ""Left""",1749,0.48405349254608154,0.6089397668838501,-3.919894516002387e-05,0.5100955963134766,0.5970580577850342,-0.0021703322418034077,0.5229009389877319,0.572963297367096,-0.0029280688613653183,0.527037501335144,0.5461589694023132,0.001592503860592842,0.5317642092704773,0.5263358354568481,0.007459272630512714,0.5076099634170532,0.5477962493896484,-0.0277723241597414,0.5252018570899963,0.5165838599205017,-0.011337736621499062,0.5302099585533142,0.5196419954299927,0.008158060722053051,0.5280546545982361,0.5268391966819763,0.01992681436240673,0.4944741427898407,0.5416281223297119,-0.020983489230275154,0.5131667852401733,0.5127218961715698,-0.002461125375702977,0.5191657543182373,0.5207260251045227,0.01635817438364029,0.5178952217102051,0.5282320380210876,0.02435344085097313,0.4851703345775604,0.5403052568435669,-0.010888210497796535,0.5031318068504333,0.5157941579818726,0.007370269391685724,0.5095658898353577,0.5233606100082397,0.020453840494155884,0.5083706974983215,0.5315122008323669,0.023901959881186485,0.47880399227142334,0.5418227314949036,-0.0007220797124318779,0.49310529232025146,0.5218092799186707,0.012430137023329735,0.49907225370407104,0.5262766480445862,0.020386867225170135,0.49863898754119873,0.5335319638252258,0.023745503276586533
55,  score: 0.5740038156509399,"  label: ""Left""",1782,0.48457175493240356,0.6098248362541199,-3.6922232538927346e-05,0.5108548998832703,0.5971463918685913,-0.0022840730380266905,0.5233442187309265,0.5733518004417419,-0.0029583710711449385,0.5277243852615356,0.5469560027122498,0.0015913218958303332,0.5325250029563904,0.5269115567207336,0.007467064540833235,0.5068314075469971,0.5463590621948242,-0.026275131851434708,0.5243766903877258,0.5172497630119324,-0.007054122630506754,0.5279462337493896,0.5239499807357788,0.01378579530864954,0.5247082710266113,0.5326544046401978,0.025595303624868393,0.4940272867679596,0.5407335162162781,-0.019137926399707794,0.5115392804145813,0.5132217407226562,0.0014970636693760753,0.5162139534950256,0.5228894352912903,0.020180653780698776,0.5142816305160522,0.5313591361045837,0.02706332877278328,0.484807550907135,0.5399227738380432,-0.008288546465337276,0.501569390296936,0.5162940621376038,0.011390711180865765,0.5072479248046875,0.5246776342391968,0.024149484932422638,0.5055537819862366,0.5332999229431152,0.026797372847795486,0.4782695174217224,0.5418768525123596,0.0024210019037127495,0.4921935498714447,0.5228765606880188,0.016475485637784004,0.49746423959732056,0.5282119512557983,0.024290183559060097,0.49641600251197815,0.5360905528068542,0.02730391174554825
56,  score: 0.5422300100326538,"  label: ""Right""",1815,0.48488354682922363,0.6089003682136536,-3.520672180457041e-05,0.5112336277961731,0.5966296792030334,-0.0024670916609466076,0.5241707563400269,0.5733804106712341,-0.003152176970615983,0.5288342237472534,0.5472683310508728,0.0017436230555176735,0.5324883460998535,0.5273887515068054,0.008432646282017231,0.507824718952179,0.5472117066383362,-0.027750441804528236,0.5244701504707336,0.5160624980926514,-0.009474369697272778,0.528603732585907,0.5216906666755676,0.011314510367810726,0.5258817672729492,0.5302084684371948,0.023371383547782898,0.49486854672431946,0.541556715965271,-0.020388389006257057,0.5120142102241516,0.5128780007362366,-0.00017465812561567873,0.5172654390335083,0.5216362476348877,0.019037574529647827,0.5158504247665405,0.5298905968666077,0.026873914524912834,0.4855107069015503,0.5405973792076111,-0.009426970034837723,0.5023845434188843,0.5164601802825928,0.010058578103780746,0.5084444284439087,0.5243430137634277,0.02328682132065296,0.507056713104248,0.532810628414154,0.02652049995958805,0.47889766097068787,0.5421767830848694,0.0015784880379214883,0.49287334084510803,0.5227991342544556,0.015613489784300327,0.49847888946533203,0.5278573036193848,0.023522187024354935,0.49776506423950195,0.5356110334396362,0.026851560920476913
57,  score: 0.6685321927070618,"  label: ""Left""",1848,0.4857851564884186,0.6083916425704956,-3.667155033326708e-05,0.5107373595237732,0.5971083045005798,-0.00339827174320817,0.5242111682891846,0.5743073225021362,-0.004863400012254715,0.5293227434158325,0.548040509223938,-0.0010107490234076977,0.5322949886322021,0.5275407433509827,0.004268054850399494,0.5088925361633301,0.5489172339439392,-0.027864905074238777,0.5246606469154358,0.5156378746032715,-0.014465353451669216,0.5320433378219604,0.5106512904167175,0.003722141729667783,0.5332279801368713,0.5126285552978516,0.015476133674383163,0.4954533874988556,0.5427020192146301,-0.020606352016329765,0.5129783749580383,0.5114522576332092,-0.004566407762467861,0.521463930606842,0.5140476822853088,0.015111391432583332,0.523768424987793,0.519309401512146,0.025868672877550125,0.4857998192310333,0.5413916707038879,-0.010445118881762028,0.5031202435493469,0.515938401222229,0.005589935462921858,0.5111423134803772,0.5201939940452576,0.020101064816117287,0.5125309824943542,0.5267744064331055,0.026027383282780647,0.4792203903198242,0.5431616306304932,-0.00020458085054997355,0.49265196919441223,0.522304356098175,0.01130428072065115,0.49971744418144226,0.5246359705924988,0.01914931647479534,0.5015642642974854,0.5308201909065247,0.023414582014083862
58,  score: 0.9481651186943054,"  label: ""Right""",1881,0.4861952066421509,0.6063703298568726,-3.1311155908042565e-05,0.5117527842521667,0.5949313044548035,-0.004212116822600365,0.5245632529258728,0.5726891756057739,-0.006242561154067516,0.5291153788566589,0.547199547290802,-0.0024351859465241432,0.5299130082130432,0.5275612473487854,0.003435653867200017,0.5074018836021423,0.546492874622345,-0.032638248056173325,0.5229156017303467,0.5127145051956177,-0.017117483541369438,0.5287757515907288,0.513978898525238,0.0028670153114944696,0.527829110622406,0.5203782916069031,0.015172217041254044,0.49431177973747253,0.5408698320388794,-0.02440468594431877,0.5117807984352112,0.5111888647079468,-0.005236972589045763,0.5178752541542053,0.5190379023551941,0.014833909459412098,0.5172237753868103,0.5269540548324585,0.023602129891514778,0.4851410686969757,0.5398237109184265,-0.012950217351317406,0.5027149319648743,0.515303373336792,0.006202411372214556,0.5091062188148499,0.5224738121032715,0.020724300295114517,0.508222758769989,0.5303152799606323,0.025389138609170914,0.47892987728118896,0.5411234498023987,-0.0011584943858906627,0.49293190240859985,0.5209265351295471,0.012202673591673374,0.49878400564193726,0.5251911282539368,0.020755061879754066,0.4985427260398865,0.5319644212722778,0.02487850934267044
59,  score: 0.9443303942680359,"  label: ""Right""",1914,0.48778465390205383,0.6074352860450745,-3.077524888794869e-05,0.5113441944122314,0.5965325236320496,-0.0030150029342621565,0.5243974924087524,0.5743703842163086,-0.002703518606722355,0.5297097563743591,0.5498515367507935,0.0023209447972476482,0.5306738615036011,0.53110271692276,0.008950632065534592,0.5087616443634033,0.5479124784469604,-0.025757774710655212,0.520280659198761,0.513927698135376,-0.017204083502292633,0.5275002717971802,0.5044834017753601,-0.0020451233722269535,0.5310297608375549,0.5013648867607117,0.008814472705125809,0.4958820641040802,0.5422102212905884,-0.017457956448197365,0.5109061598777771,0.5114428997039795,-0.0025949920527637005,0.520240306854248,0.5083619952201843,0.018206117674708366,0.5246814489364624,0.5109572410583496,0.03168759495019913,0.48666512966156006,0.5415531992912292,-0.0066029527224600315,0.5018817782402039,0.5167887210845947,0.008567731827497482,0.5110387206077576,0.5164844393730164,0.023716812953352928,0.5150558948516846,0.5207895040512085,0.03212323412299156,0.48043984174728394,0.54368656873703,0.004100429825484753,0.4923120141029358,0.5239434838294983,0.015372416004538536,0.500417172908783,0.522382378578186,0.023046443238854408,0.5044658184051514,0.5259084701538086,0.028324101120233536
60,  score: 0.9809991717338562,"  label: ""Right""",1947,0.48653504252433777,0.6104334592819214,-3.508181544020772e-05,0.5090586543083191,0.6004037857055664,-0.0031833185348659754,0.5220443606376648,0.5811996459960938,-0.0035924166440963745,0.5282527804374695,0.5589343905448914,0.0009275689953938127,0.5295017957687378,0.5415792465209961,0.007329147309064865,0.5077864527702332,0.5549067854881287,-0.02985593117773533,0.5212408900260925,0.5220757722854614,-0.02316206507384777,0.5288249254226685,0.5124183297157288,-0.009980231523513794,0.5325648784637451,0.5090827941894531,-0.00024458987172693014,0.49522051215171814,0.547563910484314,-0.02140703611075878,0.5115694403648376,0.5174058079719543,-0.007072740700095892,0.520372211933136,0.5174345374107361,0.013157657347619534,0.5244104266166687,0.5226607322692871,0.025243576616048813,0.4862661361694336,0.5452995300292969,-0.010253374464809895,0.5023729801177979,0.5215262174606323,0.0040296344086527824,0.5108678936958313,0.5239250659942627,0.019159208983182907,0.5138998031616211,0.5302545428276062,0.026996219530701637,0.48046571016311646,0.5463005304336548,0.0008441272657364607,0.4925480782985687,0.5272631049156189,0.012149549089372158,0.5001867413520813,0.5277628302574158,0.01988733746111393,0.5037509202957153,0.5328417420387268,0.024701479822397232
