"time_ms","env"
10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0.00508526743474771
110,0.00475430776467221
120,0.00446680774184855
130,0.00421087895559222
140,0.00397937825033965
150,0.00376732896516829
160,0.00357123274955075
170,0.0033891647917024
180,0.00321988842788938
190,0.00306148049103651
200,0.00291259620661189
210,0.0027727001052303
220,0.0026419311788432
230,0.00251952241439495
240,0.00240431792653067
250,0.00229587122434533
260,0.00219410202525703
270,0.00209845154174466
280,0.0020086546469916
290,0.00192411041619777
300,0.00184471113615115
310,0.00176989344868786
320,0.00169927206517587
330,0.00163263360001227
340,0.00156975190678974
350,0.00151039120032676
360,0.00145475493776303
370,0.00140267719690736
380,0.00135325000279143
390,0.00130559163693836
400,0.00125908794782753
410,0.00121339745967104
420,0.00116819173760241
430,0.00112398873047549
440,0.00108145001443116
450,0.00104090369096577
460,0.00100205768559606
470,0.000964868456001184
480,0.000929317252215749
490,0.00089643706832413
500,0.000867064543324554
510,0.000840776159155143
520,0.000816529106922847
530,0.000793872098348557
540,0.000773087363328046
550,0.000754138872393678
560,0.000735973434216692
570,0.000717489302992559
580,0.000698525177860948
590,0.000679273467151787
600,0.000659978702640517
610,0.000640551456759526
620,0.000620921825827541
630,0.000601397879058266
640,0.000582274906781758
650,0.000563646472007434
660,0.000545990083001864
670,0.000529461411201354
680,0.000514346525948409
690,0.000500189294175956
700,0.000486131738964346
710,0.000472265431940931
720,0.000459173261215267
730,0.000446742597790848
740,0.000434760422701216
750,0.00042347370467607
760,0.000413366268157167
770,0.000404674860532809
780,0.000397503964389927
790,0.000392424880583311
800,0.000389262529008695
810,0.000387422915653176
820,0.000386064560337093
830,0.000384024063406322
840,0.000380822306478966
850,0.000376074473245897
860,0.000369254027051296
870,0.000360593017578108
880,0.000350991124637259
890,0.000341228291061775
900,0.000331930771205278
910,0.000323966453181524
920,0.000318079020416128
930,0.000314420013670558
940,0.000312573460366111
950,0.000311513645437016
960,0.000310647048817137
970,0.000309999900050195
980,0.000309740586877657
990,0.000308521985756334
1000,0.000305678777263329
1010,0.000301642246290352
1020,0.000297832627946925
1030,0.000295237536649241
1040,0.000295216487787629
1050,0.000298720910813001
1060,0.000306302964235654
1070,0.000317777926901495
1080,0.000331619147722736
1090,0.000345690100269687
1100,0.000357922116997886
1110,0.000366664093949134
1120,0.000370695383282973
1130,0.000369364333613742
1140,0.000362297046340821
1150,0.00035022404624181
1160,0.000334062800192386
1170,0.000314705511566537
1180,0.000293043077878172
1190,0.000271192301683853
1200,0.000251520784383522
1210,0.000235454567190935
1220,0.000223319280063085
1230,0.000215412112128481
1240,0.000210826679411667
1250,0.00020872904218578
1260,0.000208360306734055
1270,0.000208991684101024
1280,0.000210238919470312
1290,0.000211871561006113
1300,0.000213614216233811
1310,0.00021507897845022
1320,0.000216026620711926
1330,0.000216344595627691
1340,0.000215990632851548
1350,0.000214737808204786
1360,0.000212634999192689
1370,0.000210034526458663
