"ACCORDION_silentgesture","APPLE_silentgesture","BABY_silentgesture","BALL_silentgesture","BANANA_silentgesture","BED_silentgesture","BEER_silentgesture","BIKE_silentgesture","BIRD_silentgesture","BOOK_silentgesture","BOTTLE_silentgesture","BOX_silentgesture","BRIDGE_silentgesture","BUILDING_silentgesture","BUTTERFLY_silentgesture","CALCULATOR_silentgesture","CAMEL_silentgesture","CAR_silentgesture","CELL_silentgesture","CURTAINS_silentgesture","DEER_silentgesture","DOOR_silentgesture","DRILL_silentgesture","GUITAR_silentgesture","HELICOPTER_silentgesture","HOUSE_silentgesture","ICE-CREAM_silentgesture","KEY_silentgesture","LAPTOP_silentgesture","LIGHTER_silentgesture","LOBSTER_silentgesture","MONKEY_silentgesture","MOTORBIKE_silentgesture","MUG_silentgesture","PENGUIN_silentgesture","PIANO_silentgesture","PISTOL_silentgesture","PLANE_silentgesture","PRAM_silentgesture","PYRAMID_silentgesture","RACKET_silentgesture","RATTLE_silentgesture","SALT_silentgesture","SCREWDRIVER_silentgesture","SNAKE_silentgesture","SPIDER_silentgesture","SPOON_silentgesture","STAIRS_silentgesture","SUITCASE_silentgesture","TEA_silentgesture","TELEPHONE_silentgesture","TO-BREAK_silentgesture","TO-CLAP_silentgesture","TO-COMB_silentgesture","TO-CRASH_silentgesture","TO-CRY_silentgesture","TO-CUT_knife_silentgesture","TO-CUT_scissors_silentgesture","TO-DRINK_silentgesture","TO-ERASE_silentgesture","TO-FLY_silentgesture","TO-GO-DOWN_silentgesture","TO-GO-UP_silentgesture","TO-HAMMER_silentgesture","TO-INJECT_silentgesture","TO-IRON_silentgesture","TO-ITCH_silentgesture","TO-JOG_silentgesture","TO-JUGGLE__silentgesture","TO-KNEAD_silentgesture","TO-KNOCK_silentgesture","TO-KNOW_silentgesture","TO-LISTEN_silentgesture","TO-PHONE_silentgesture","TO-POWDER_silentgesture","TO-PRAY_silentgesture","TO-PULL_silentgesture","TO-PUMP_silentgesture","TO-PUT-LIPSTICK-ON_silentgesture","TO-ROW_silentgesture","TO-RUN_silentgesture","TO-SAW_silentgesture","TO-SHAVE_silentgesture","TO-SHOUT_silentgesture","TO-SKI_silentgesture","TO-SLAP_silentgesture","TO-SLEEP_silentgesture","TO-SMOKE_silentgesture","TO-SMS_silentgesture","TO-SPEAK_silentgesture","TO-STINK_silentgesture","TO-SWIM_silentgesture","TO-TAKE-PHOTO_silentgesture","TO-TEAR_silentgesture","TO-TOAST_silentgesture","TO-WALK_silentgesture","TO-WAVE_silentgesture","TO-WHISK_silentgesture","TO-WRING_silentgesture","TO-WRITE_silentgesture","TOOTHBRUSH_silentgesture","TOWEL_silentgesture","TREE_silentgesture","UMBRELLA_silentgesture","VIOLIN_silentgesture","WATCH_silentgesture","WHEELCHAIR_silentgesture","WINDSCREENWIPERS_silentgesture","ZIMMERFRAME_silentgesture"
0,0.10945885211565,0.242183876219082,0.115666263634735,0.21271468602879,0.167340767924575,0.152510849029265,0.15322653585343,0.0834760844823322,0.190163742329961,0.132602798559664,0.121063546853549,0.135159519332815,0.135015805731776,0.0580794017726429,0.15448299600483,0.149638487066754,0.106109183834191,0.163564108561138,0.167759150270919,0.142500103252388,0.20363251038242,0.124323844735032,0.0793572860782277,0.144375039335111,0.121473713023105,0.21842567644305,0.11438927013439,0.110570401609067,0.183371047775637,0.0834954824939226,0.191477357310217,0.0832657809008327,0.171069666609429,0.189103690716236,0.0807911952318087,0.189160540411331,0.139695573853944,0.128366028510848,0.107825140802969,0.156049909402701,0.152024250725136,0.139227909120475,0.0988204885182707,0.123658092707272,0.142110653697391,0.149585998165635,0.167362324732716,0.0965470687835085,0.117616894691725,0.130238329833053,0.134319513158438,0.151521357825595,0.192779098941384,0.0845330328517535,0.157071201381994,0.139659290593954,0.139659290593954,0.179642456294247,0.133362563795166,0.246504413199263,0.14818146198278,0.147010781249868,0.170415126724906,0.156384858793201,0.150280389758446,0.279440808844495,0.137748327080468,0.110717968058347,0.134025873843811,0.124554781541296,0.143340834228859,0.142593061946634,0.126242633716086,0.218270635527755,0.197562945429912,0.272041671316035,0.14996801203839,0.233167515911288,0.105992595145855,0.111937228070861,0.152181011323555,0.227128011752506,0.174891688457436,0.0943999675849666,0.119835944876049,0.217033363861902,0.140789998036628,0.15977889394611,0.147608579154071,0.111623837179405,0.0918891598845316,0.132097397215936,0.164412382665157,0.101964635696418,0.146335873457671,0.124601425757344,0.165570282124618,0.167918551741625,0.138465230028053,0.155983284298799,0.159297483353571,0.155998547068135,0.18637339163645,0.14729601557086,0.224818452971668,0.130247689899501,0.135615681502817,0.0964022937281677
0.10945885211565,0,0.242495169616505,0.110295317202438,0.199762024133393,0.123775590956549,0.0973880485229071,0.113929179462186,0.140046928511006,0.144823133550301,0.125369326337329,0.0972325766781181,0.111146388632928,0.129069951229093,0.138782620307497,0.138596953029698,0.163008028430048,0.0614717755239415,0.10073052293333,0.164102191981587,0.103411221944376,0.257676580572173,0.133731947838746,0.101064040365202,0.130269305790377,0.100437375683865,0.147729073546402,0.130361496865574,0.128660922898467,0.095926415030651,0.0530964049754239,0.19938231663991,0.0849083816765832,0.0634407638230559,0.197509871619554,0.118402300188832,0.143213712701458,0.198582426706724,0.113295264208203,0.111324281834779,0.195631454458776,0.0779476679410248,0.0990281180014351,0.0785211349287469,0.198678001662582,0.180892160897078,0.0634331624651585,0.156395470162858,0.0979938066377947,0.0736324863550509,0.0869614277946508,0.112757742543948,0.122714683415817,0.157526947191834,0.0758222209043405,0.094670702481209,0.101724807770821,0.101724807770821,0.117669393391464,0.115326370876941,0.259712982040246,0.104825663799007,0.128878834389241,0.0970183692898305,0.151537799422198,0.132615038936477,0.234267991481928,0.138571455767773,0.0922598751831551,0.0953351943662246,0.0845992588604519,0.107909951266674,0.0986609265813244,0.0781155476398483,0.150355293624394,0.135515526992436,0.248735192862325,0.136527627675524,0.141832176086447,0.0770630600975837,0.117554252853417,0.093433146768065,0.13747551354986,0.121076393445865,0.112660442040536,0.151999606407417,0.194439749963999,0.0942567424191457,0.135402713808428,0.123457647879086,0.0624462121911898,0.123596832595159,0.0869189344196026,0.131830744443576,0.0764403404132598,0.096902071917756,0.0855301195824608,0.11025116441198,0.126578156284743,0.0974001719799851,0.0561807450551363,0.146178446823894,0.107689577359124,0.106471939187914,0.108391487919926,0.185410530573885,0.148593678565663,0.0753583804477726,0.124358348292417
0.242183876219082,0.242495169616505,0,0.150834830409191,0.0948223062781145,0.179837465752909,0.200208090030463,0.142726166869126,0.304421303658567,0.121136630417537,0.168594235128326,0.133700783305267,0.196222173268335,0.296135396059699,0.291085372323594,0.154550648422617,0.143124278626432,0.233819154745115,0.18531493040257,0.261980652540943,0.257583205156636,0.151657695845462,0.190643719523264,0.195646690162873,0.333254084736782,0.181185708316682,0.19292182073568,0.182772381210402,0.164632679097879,0.204010013041191,0.243723255994803,0.241048508155088,0.262823020702664,0.255214058341103,0.176485404553774,0.172921506133068,0.160577034450023,0.349604919775594,0.147044959020948,0.192085133638659,0.150859757688302,0.294782836713475,0.278731509658316,0.206090934447453,0.14030014797034,0.177584561978955,0.296122211017466,0.164826797345676,0.186802247036211,0.230060259887722,0.230495713887781,0.157472323778517,0.146769259518505,0.35641066151047,0.19453418430071,0.228256564264342,0.178138191832528,0.178138191832528,0.196566742608055,0.22983881353212,0.438524918162912,0.170535314532836,0.195575280367406,0.216672660505532,0.132017248072466,0.217947257184678,0.107315974763176,0.165498540739447,0.179133787082802,0.157804588889497,0.302185029428919,0.338650294031429,0.285675612031871,0.254814092093539,0.243465970462836,0.156325572766968,0.101439886117674,0.133483661799473,0.194839297114942,0.189723011449966,0.1797300564828,0.153849848416452,0.176611971613544,0.178495071216949,0.200615851061943,0.168386657791671,0.141429098347211,0.241843495982158,0.143645265503474,0.219188433981647,0.278093541554472,0.197411555506437,0.222312365151244,0.134155063166625,0.229004742971694,0.195516648260719,0.258882908662494,0.16892794469736,0.140720881846184,0.158790591973901,0.31966746581542,0.309650445423497,0.178341157893243,0.165171569090751,0.260948313572687,0.097510180958982,0.19931521765463,0.215719774637168,0.161485168022416
0.115666263634735,0.110295317202438,0.150834830409191,0,0.104058819291201,0.0851137522256954,0.0925451611990018,0.0709272286409853,0.181455644355314,0.0661992443629299,0.0477755817875976,0.058696362942322,0.11008142912374,0.141898652887288,0.152869002950326,0.0859453388455389,0.142706888854554,0.0914073723044141,0.0752128242643503,0.152148680562718,0.127812875825552,0.162468290873343,0.134569094394088,0.106167545416868,0.168693745860493,0.0659511901137214,0.107132948510369,0.0996636264091618,0.0831667390525777,0.107748837849547,0.0889558520151799,0.232151556867169,0.133374671829787,0.107704790870908,0.207197446983236,0.104285739957424,0.0967666593445242,0.226844518673608,0.0861448398055308,0.0872899441037759,0.151365429691307,0.135101555439059,0.146824238845295,0.0970067495229584,0.127439758854557,0.0948120424413671,0.14063356825967,0.144467187122564,0.125471758692176,0.0920060127006095,0.111496356304061,0.0615256924728188,0.084660692357576,0.197459028472518,0.0974012665470045,0.0894452851464514,0.157106069372671,0.157106069372671,0.0933495027349204,0.108676971347099,0.304515217337195,0.138166513496705,0.153615428549732,0.101680690721054,0.104057894383173,0.128821679440115,0.162889401029299,0.0967318955874281,0.0796814059621081,0.064374716131253,0.137847398732176,0.172329070393757,0.13911881085144,0.116859719439676,0.129009727989151,0.0692481900531647,0.148369611212289,0.103019646363194,0.113437012218947,0.0977334881100642,0.0954260845619488,0.0855081194642136,0.133212576284331,0.0725616881854247,0.117481996608027,0.17711136912202,0.106809507955016,0.0901217018321207,0.0720595344063591,0.104906497459617,0.128922042136389,0.10973088390619,0.105279411385938,0.0713901342314682,0.107092498837528,0.133696963191455,0.108852245525191,0.0793926438121445,0.0704867382563329,0.069000205986198,0.140698605563525,0.175989717467055,0.0774931023496681,0.0684177207764075,0.122648900807684,0.0909247560881766,0.194881798514305,0.0943174966411354,0.131012828831568
0.21271468602879,0.199762024133393,0.0948223062781145,0.104058819291201,0,0.14877319617329,0.145502703412629,0.104855686088526,0.303737822737278,0.0741856629745406,0.117699277081085,0.118265195113519,0.117605262634279,0.266666129316338,0.265673095499835,0.0868470674232685,0.106635081307291,0.181068958919158,0.142049786660563,0.230894434142819,0.219530744746688,0.159556797069574,0.196586646265095,0.15918774218953,0.30360705932045,0.131547521638793,0.112024377622033,0.0911155900363144,0.100226692978719,0.139502504935848,0.205589410641665,0.275316863642998,0.237244948675648,0.204058266944,0.214128496823925,0.102493155735174,0.0838939685022219,0.373487391024274,0.114462394979996,0.150688432116406,0.156551069537207,0.251905188804418,0.1882153581812,0.143991021159392,0.126753722388589,0.111451558311815,0.235449847792309,0.116957853216229,0.181995920303236,0.166074365014772,0.175736973573508,0.108063800820873,0.0848555218794547,0.312636519244273,0.142063097755936,0.177837127477131,0.140143715354189,0.140143715354189,0.132641288600081,0.136809966700097,0.471395799190713,0.120497979141047,0.133531689576492,0.138751191889976,0.0824256628581399,0.129572080714388,0.0738963648298863,0.131129833995688,0.141267745421606,0.109670880713125,0.246817758806691,0.278523756854501,0.216968361468388,0.212968964547692,0.179038976897905,0.0982634447417241,0.0885862167179656,0.131115275890603,0.126219873352573,0.154608262538634,0.143904860315908,0.0968711647544917,0.122610567035034,0.125369165142814,0.182079879672065,0.142474583273405,0.100787740566273,0.187771864121591,0.0889802221959205,0.129758721951975,0.237238331371151,0.145182108382322,0.187510532735011,0.0966186975116006,0.162750804057416,0.135947133446935,0.191318239718305,0.11207450689386,0.102751483400052,0.11855683328681,0.262127428633988,0.296778436886431,0.13522550665977,0.136104092201258,0.183790227880989,0.0599978535135407,0.221285693824958,0.1496557655066,0.176309686030521
0.167340767924575,0.123775590956549,0.179837465752909,0.0851137522256954,0.14877319617329,0,0.126764598550366,0.0830106455502018,0.23329696179859,0.0895761805421922,0.0716777784245458,0.0848559887037583,0.150384479027875,0.172260379103294,0.221656334224288,0.104414901945219,0.166776258957149,0.113095626346477,0.0298708463910866,0.16825272608293,0.136878122845407,0.232262670566115,0.116545762887081,0.111091332031636,0.209604594833472,0.0959229379320255,0.147999776454598,0.115540048245945,0.093703450929935,0.140893810747587,0.139340393744329,0.239521234775091,0.166542440306278,0.13433690674074,0.211692361603743,0.154339089938563,0.137620152282421,0.283870095156016,0.107595271411323,0.0938850331683528,0.234619035257954,0.175026632296347,0.169914573453622,0.0817131814690896,0.18698437885141,0.146774663823355,0.156926641404988,0.16539869168568,0.15436702440841,0.115123243331809,0.151622807981726,0.097087622277867,0.102506990369432,0.219639062659604,0.122963983479116,0.0733098160533151,0.17120577976051,0.17120577976051,0.120533013316415,0.157168008010786,0.356981553434224,0.14375548062227,0.177558970847757,0.129447859180267,0.177898057335115,0.148445366482135,0.206226228096378,0.141776261569164,0.103206177172654,0.086278147895933,0.178318041934364,0.1862060521944,0.192182294088137,0.142811641775854,0.183291958844427,0.0688728897724437,0.193652315909006,0.131825189154318,0.165485296167754,0.0918323960468163,0.122415688834501,0.11909408879171,0.157981353239955,0.0767023027332869,0.141748075238028,0.204860364359192,0.111852823032128,0.155913872498268,0.10280012373294,0.146765972111812,0.132776016694711,0.145278854035758,0.0894316511752897,0.0797380291896176,0.142271458144782,0.140386596503944,0.167973065279166,0.1273294925222,0.0790219739972012,0.0945016246610492,0.163895613987304,0.186278538788281,0.083884806089837,0.0445382683900904,0.159610070508948,0.122156699759612,0.204617907885078,0.132836651947097,0.149225873627881
0.152510849029265,0.0973880485229071,0.200208090030463,0.0925451611990018,0.145502703412629,0.126764598550366,0,0.0743069031938477,0.211273771797841,0.11336926093708,0.0867438831470514,0.100640019933811,0.0678451503265987,0.13812193421618,0.196963819775926,0.0732736152531417,0.124633867130358,0.087045179144828,0.104082522321866,0.144599205820971,0.0924550956927166,0.229955199478969,0.178558890082239,0.0837881360683093,0.14376108673135,0.097135482563307,0.0693480069512186,0.0658953995109348,0.072867429850839,0.0747918767145129,0.113603849506681,0.24628810972605,0.136521531103621,0.0582203786239014,0.200957298205784,0.122658594193251,0.0886617379016744,0.292306954495456,0.0881234044938655,0.122365441658603,0.225121944553211,0.113780521533326,0.0992832219675343,0.0608299393417367,0.155686793841021,0.100483391404513,0.0820923749064393,0.0988942848560854,0.126299825229054,0.0603498633685471,0.0514205512811607,0.0894117739109814,0.0863296605522675,0.141840962111118,0.0930384442652983,0.0775313279068567,0.0938743807658813,0.0938743807658813,0.0279140929770323,0.0906612202257842,0.369594626468103,0.0939788046613059,0.100549788365999,0.0684891735909027,0.126723685349949,0.0961303394215739,0.180896418317735,0.125015093056209,0.0874329408940435,0.083878963850055,0.1108868771536,0.105488293895415,0.078867994756333,0.0741865692627629,0.077652460901905,0.101234193851314,0.220190570290238,0.10392657457113,0.063944725742496,0.0807365818566319,0.0964378895549488,0.0782031503166104,0.079529974924264,0.0888048557116343,0.111201632050326,0.142540228420687,0.135460918858102,0.0853523219190375,0.0871869684597046,0.0769972244034093,0.0793669969442853,0.139489864275402,0.0809768696611025,0.0731711711327531,0.0830734402001416,0.0710637310543689,0.0853516117778654,0.0600377413104532,0.0705325835521179,0.0707773439457234,0.111515039505811,0.164551253300687,0.0664426144619727,0.121305453812099,0.092533677590098,0.163513879086569,0.190899782356203,0.110382200881682,0.124060855058507
0.15322653585343,0.113929179462186,0.142726166869126,0.0709272286409853,0.104855686088526,0.0830106455502018,0.0743069031938477,0,0.228905990586767,0.0499857262819206,0.0592298026512459,0.0783682667510723,0.0996436334528142,0.177136972700499,0.190818527509101,0.0504940653677564,0.131767686374002,0.0954496483282429,0.0636868698556315,0.166171668481324,0.121983243544967,0.202335083398004,0.133866931911838,0.088581424360366,0.207359392790648,0.0700280185163982,0.0831821639709851,0.0810841095772015,0.0454390166379365,0.0893103613091506,0.118469867900671,0.228104502027761,0.151727661210058,0.109395951187281,0.177575159564488,0.094422662220079,0.0944034751769142,0.294863830749441,0.048616387923618,0.094503258592872,0.193438240614634,0.156939106805518,0.125221896728134,0.0550205063591655,0.151106119849371,0.0979352591345773,0.138425287499304,0.109275600863454,0.131088850005866,0.0771456567865122,0.100866999890423,0.0486441399886802,0.0693172769680121,0.208839785671224,0.0687466652400431,0.0806471294926815,0.127389946688215,0.127389946688215,0.0809062584123416,0.0931106573648933,0.390217667738926,0.115171410930498,0.125829513712721,0.0914028022570892,0.103097232747791,0.105892108373008,0.167452051516834,0.0845044935481928,0.0765775596882949,0.0385665148236561,0.150009736590489,0.183926803225605,0.137652590600851,0.11484792998806,0.115269552290265,0.0565503843911367,0.165120487322454,0.0612648458324603,0.0998909011908557,0.0744234908817334,0.0775110774182315,0.0605025154558635,0.104586278670162,0.056653542241381,0.105306694454701,0.164049019195799,0.0898154711397778,0.102867531395125,0.0517617652893869,0.0794601604012401,0.139981747049002,0.1001501069201,0.091009930717809,0.0472088614671471,0.0991535104669227,0.106998373063917,0.108782037535757,0.0486959680174325,0.0537932924982471,0.0542201680275361,0.150127123113886,0.19093538514176,0.0599398863606503,0.0661569121787135,0.114874468357467,0.100391057209103,0.179523864057785,0.106433639453609,0.117814851484404
0.0834760844823322,0.140046928511006,0.304421303658567,0.181455644355314,0.303737822737278,0.23329696179859,0.211273771797841,0.228905990586767,0,0.272996547931092,0.213849127377087,0.191278501834865,0.219828972946393,0.192758915742378,0.0595920817056749,0.226683144174181,0.209868883353669,0.170721040233032,0.227943402355895,0.237643198509238,0.202427847120108,0.264010394100371,0.174979481924856,0.149409741272822,0.144337089972254,0.184410009649649,0.281666376158663,0.225430440136622,0.209774576605266,0.226554448241088,0.119545975288794,0.229621745075409,0.0965926474071016,0.202076084569206,0.218928115883414,0.132503638807865,0.255921177933221,0.0953960182268886,0.19806617525276,0.145132040642052,0.213358113571709,0.163301073042182,0.135662725488471,0.171576229691402,0.210931340969659,0.220423854968813,0.179305847198042,0.268487405358112,0.129879666853419,0.189045952502016,0.172870491863853,0.214177236776801,0.245997764821515,0.245355021811578,0.13690652186157,0.231751817852193,0.199271141844823,0.199271141844823,0.224553040218552,0.200750230672102,0.161381437620726,0.203445097705552,0.23212316344942,0.213004501758112,0.241457990138867,0.208956860551455,0.361251237330529,0.202380391493892,0.182137448178406,0.225052381609944,0.120837186683294,0.126774664873076,0.150256329647635,0.162091722570843,0.252369497475459,0.269681155883231,0.375824679094028,0.209752028126451,0.267255487159203,0.170307853224086,0.168009962820931,0.224301528556129,0.267996548063005,0.258560730360439,0.151622773722788,0.137381143588736,0.316326787426819,0.150810379028909,0.247953058761188,0.214358162889332,0.143104758159996,0.119491894276775,0.193663303415113,0.228537431120276,0.144987196783692,0.210927632278985,0.139573673017871,0.244498649679713,0.230593763933924,0.19438506695491,0.150754273901884,0.218795942391228,0.205217800353906,0.244603066844492,0.189863631723878,0.328590989508587,0.170426551101561,0.197899214148283,0.14531075445211
0.190163742329961,0.144823133550301,0.121136630417537,0.0661992443629299,0.0741856629745406,0.0895761805421922,0.11336926093708,0.0499857262819206,0.272996547931092,0,0.0673963074362952,0.085247003949192,0.120502289656079,0.21719302454901,0.233270263155709,0.0692889987438705,0.139229949402849,0.131500843016406,0.0807185446346184,0.195700545767826,0.161332908835121,0.184923050044945,0.141454985406977,0.132772529201223,0.257044646920657,0.0856766765194356,0.112219998521916,0.105215560736216,0.0799759037037496,0.120955728871681,0.158580939692056,0.247330858005486,0.196984702570099,0.151539022367596,0.198963572235859,0.11707103325249,0.0911137820840797,0.334631122695876,0.0774090966469317,0.111352815002764,0.183459182762132,0.199748621567282,0.173534784812244,0.110764305651998,0.149630648428282,0.112721530088433,0.181343827761932,0.130633114316153,0.165762895229398,0.115739650030501,0.14736488118233,0.0609412913771196,0.060267329671018,0.251853527835025,0.094469774875513,0.111753832464924,0.158992281410573,0.158992281410573,0.109519255386729,0.130039876118429,0.429771616666709,0.133936010703346,0.162044951208221,0.128372476971218,0.110523283133791,0.137978177481822,0.129538240055933,0.113933583398635,0.104059859422821,0.0517107594219907,0.20794633858675,0.226769645043527,0.187240599659686,0.162826948928726,0.156468030938646,0.0427113022740037,0.121890000811554,0.104870783234506,0.120981414304327,0.113684422873015,0.115504108201352,0.0821810264172361,0.128220409613199,0.0668321866528414,0.147754032554669,0.174407458147372,0.0670344924802689,0.146459076340727,0.0566790429583738,0.119438099184464,0.177710688077955,0.116288161123297,0.125430522220186,0.0543911724407168,0.139280401662874,0.138781155951929,0.163248129648462,0.0772311886954705,0.0596993147872191,0.0705517258665985,0.202278782603779,0.235392514910632,0.0823736800630499,0.0758849992990849,0.165223741960295,0.0526570275723784,0.20175900821619,0.12836937809758,0.156818649063123
