"","time","X_RIGHT_INDEX","Y_RIGHT_INDEX","Z_RIGHT_INDEX","env","speed","vertical_velocity","acceleration","jerk","gesture_ID","gesture_type"
"20",160,0.155059014947716,0.370692122590499,-0.254880881150794,0.00357123274955075,1.76482936938325,-0.00443730796425399,-0.393837209723849,0.269745416568724,NA,NA
"22",170,0.159271707741425,0.352784245097422,-0.257808536995681,0.0033891647917024,2.11568965417052,-0.0153245131832927,0.0871538520333658,0.319796601608829,NA,NA
"23",180,0.162421591845564,0.326726697326258,-0.270172415927699,0.00321988842788938,2.73537629467073,-0.0231044898483067,0.358108083885666,0.224674006100495,NA,NA
"24",190,0.164871632133469,0.296244023340328,-0.287969799580611,0.00306148049103651,3.26308878506446,-0.028048512308826,0.388686375459576,0.0752770498869613,NA,NA
"25",200,0.167088869748509,0.264327334616089,-0.307365897213681,0.00291259620661189,3.55693622386295,-0.0306272073874916,0.274020348003498,-0.0447832632779492,NA,NA
"26",210,0.16921381605235,0.231956388921289,-0.326768279484034,0.0027727001052303,3.64974741438678,-0.0317408246270656,0.12003333246769,-0.103967887068165,NA,NA
"27",220,0.17125753431515,0.199473801727972,-0.344593331901375,0.0026419311788432,3.59765273229971,-0.0320907704118228,-0.0154539803569649,-0.113270391502704,NA,NA
"28",230,0.173117157094061,0.167065599781377,-0.357045072023419,0.00251952241439495,3.44462825568467,-0.0319563831405457,-0.114969173788559,-0.0975380872880749,NA,NA
"30",240,0.174637049898026,0.134981560474873,-0.360256910385339,0.00240431792653067,3.25166909002419,-0.031275857995882,-0.18249585947037,-0.0776358309608781,NA,NA
"31",250,0.175698686556509,0.103824676920371,-0.356067386879565,0.00229587122434533,3.03358239158535,-0.0296732151538824,-0.240538819372241,-0.0640213744995819,NA,NA
"32",260,0.17595168109309,0.0754172092065326,-0.35086590366518,0.00219410202525703,2.71983143446666,-0.0266285511889852,-0.305339436736305,-0.0530972075210805,NA,NA
"34",270,0.174691475772238,0.0528238152773028,-0.350557293968497,0.00209845154174466,2.29898190047758,-0.0221633979397326,-0.354332575497688,-0.0336702832566315,NA,NA
"35",280,0.171800331283044,0.036889389673821,-0.356716350984938,0.0020086546469916,1.89534754498024,-0.0173913938790813,-0.353619532009578,-0.00463808015201235,NA,NA
"36",290,0.16825949456041,0.0248304648266178,-0.365998437845016,0.00192411041619777,1.59363718138888,-0.0136869130795029,-0.312458749277444,0.0201351001565535,NA,NA
"37",300,0.165493570830617,0.0141120620118703,-0.373842889312219,0.00184471113615115,1.34816492167422,-0.0113769614998348,-0.270353893494783,0.0292695825836152,NA,NA
"38",310,0.164272298423767,0.00408685000606771,-0.377975293319302,0.00176989344868786,1.1116680863738,-0.00976371924446368,-0.246575400946207,0.0271584633805139,NA,NA
"39",320,0.164048423878908,-0.00490537681803441,-0.379520078468445,0.00169927206517587,0.873371007602784,-0.00790285556800595,-0.233154640506177,0.0269938952494848,NA,NA
"40",330,0.163931884835755,-0.0110685287686294,-0.380274956004634,0.00163263360001227,0.619612901834453,-0.00514383654767059,-0.207730914741914,0.0380262532595621,NA,NA
"42",340,0.163514314260701,-0.0123998619563331,-0.380875596931503,0.00156975190678974,0.426101466338226,-0.0016573862110654,-0.144296267265296,0.0576152461525816,NA,NA
"43",350,0.162792982832435,-0.00952304629058098,-0.38160605631244,0.00151039120032676,0.398837492789982,0.00159043145859854,-0.0490015289823517,0.0711987217612436,NA,NA
"44",360,0.162001397684589,-0.00468221922740337,-0.382824246455615,0.00145475493776303,0.486282041141642,0.00382087109291381,0.0338762147517902,0.0665108424555597,NA,NA
"46",370,0.161371256553369,0.000786387565410338,-0.385069476631763,0.00140267719690736,0.585770198736149,0.00508926789985906,0.0776183751830564,0.0482355892403057,NA,NA
"47",380,0.161085321452134,0.00656260724088626,-0.388419029195011,0.00135325000279143,0.678360712320644,0.00593786951268756,0.0973276738544044,0.0309670522843461,NA,NA
"48",390,0.161464916856632,0.0129271554536104,-0.39212091691574,0.00130559163693836,0.786738263675693,0.00691476853867136,0.115726926833936,0.0215209031245754,NA,NA
"50",400,0.163627153670592,0.0210537088378994,-0.394966060701611,0.00125908794782753,0.935913089236077,0.00825185771234859,0.135664578000753,0.0154543814030598,NA,NA
"51",410,0.168371194995162,0.0316928481004603,-0.396036118544091,0.00121339745967104,1.10650686541921,0.00950150741018201,0.143447737085027,0.00790103405644827,NA,NA
"52",420,0.174480878471085,0.0433303348680239,-0.394907824944945,0.00116819173760241,1.23483562336918,0.00968647990306519,0.135486609114464,0.00177178303579928,NA,NA
"53",430,0.179837209428773,0.0529577261273747,-0.389566908462784,0.00112398873047549,1.33047458115356,0.00818987683386643,0.134207548375937,0.00143012520406672,NA,NA
"55",440,0.18307116951006,0.0582821029160193,-0.377384022712847,0.00108145001443116,1.49121957974711,0.00548102527109645,0.152732726817855,0.000287080134276228,NA,NA
"56",450,0.184353473576538,0.0598123505364521,-0.359367161926184,0.00104090369096577,1.71900076668124,0.0028134483336438,0.159343059168106,-0.0153144577021752,NA,NA
"57",460,0.184730699431728,0.0598054774718668,-0.338928695150659,0.00100205768559606,1.88999727673338,0.00115427101656326,0.113379738706474,-0.0474107335148818,NA,NA
"59",470,0.184860263389228,0.059840373845769,-0.31842948567255,0.000964868456001184,1.92386140995756,0.00057007904404812,0.0147769343921574,-0.0815140718484823,NA,NA
"60",480,0.184960164948243,0.0603961430441686,-0.298938258313893,0.000929317252215749,1.81794929794324,0.000568538025555074,-0.109670562125324,-0.101044314122185,NA,NA
"61",490,0.185091742237072,0.061234500502191,-0.281428861185197,0.00089643706832413,1.56089136273399,0.000668461280608182,-0.23540292122006,-0.0963611012075171,NA,NA
"63",500,0.185314739147117,0.0619343345181437,-0.269051393608983,0.000867064543324554,1.14523784068844,0.000677750766481375,-0.328149622031184,-0.0624986528534796,NA,NA
"64",510,0.185667748701691,0.0623416412230243,-0.264285018344573,0.000840776159155143,0.683450107812354,0.000710067796396979,-0.337597742151138,-0.0038524615425288,NA,NA
"65",520,0.186072967430895,0.06281491951634,-0.264546245743339,0.000816529106922847,0.385404221999108,0.00104133058331817,-0.246449789077403,0.0565768388536953,NA,NA
"66",530,0.186376444297579,0.0642666015212899,-0.266434320361176,0.000793872098348557,0.328161464732785,0.00184940028737564,-0.109954584535772,0.087889626661016,NA,NA
"68",540,0.186463059550068,0.0675020391919239,-0.268849672159947,0.000773087363328046,0.397523494763784,0.00293291362665346,-0.00734941868948777,0.07881269361868,NA,NA
"69",550,0.186367359512485,0.0721300049999249,-0.271480702370973,0.000754138872393678,0.470343422151585,0.0037292900127144,0.0308415776457002,0.0470676732439181,NA,NA
"70",560,0.186231243995246,0.076753651127726,-0.274357051936446,0.000735973434216692,0.496854974364278,0.00375498663889532,0.0276041885914608,0.019713124820392,NA,NA
"72",570,0.186178860267891,0.0799860725807573,-0.277691891560931,0.000717489302992559,0.488691248428393,0.00304861801465974,0.0218201799790303,0.0109151187469251,NA,NA
"73",580,0.186244465943821,0.0815118193762015,-0.281660519286225,0.000698525177860948,0.500131789435497,0.00219505888492219,0.0390585283897274,0.0165735803958112,NA,NA
"74",590,0.18636864578578,0.0824001431868619,-0.286475996016085,0.000679273467151787,0.580219874954451,0.00190534509264539,0.0778368902797633,0.021819421239437,NA,NA
"75",600,0.186470474803491,0.084337639765526,-0.293198699655267,0.000659978702640517,0.736146803809122,0.00245070247484763,0.110936083702587,0.0128230252435952,NA,NA
"76",610,0.186506527776559,0.0882221284639373,-0.302590418091609,0.000640551456759526,0.90574971261284,0.00340106302499805,0.102728430537344,-0.0121199156687763,NA,NA
"77",620,0.186478820008167,0.0931615870407169,-0.313209162703893,0.000620921825827541,0.976984568915092,0.00398615748251401,0.0400107484729968,-0.0379205020683607,NA,NA
"78",630,0.186368784887602,0.0974833478991835,-0.322360303105977,0.000601397879058266,0.88594732537592,0.00382067098768203,-0.0440939623362253,-0.0405550904052955,NA,NA
"80",640,0.186120129609499,0.100190266502508,-0.328121582744024,0.000582274906781758,0.693722219089579,0.00330200375774243,-0.0837751122580743,-0.00518337680265686,NA,NA
