"","begintime","endtime","coding","person","id"
"699",484572,485593,"Usability","2",699
"700",487483,488651,"Use Case Scenario","3",700
"701",494386,496325,"sketching","2",701
"702",496325,501679,"Builds","3",702
"703",501679,505835,"G-Level 2 - middle","3",703
"704",505835,508351,"G-Enactment","1",704
"705",508351,508741,"G-Pointing","3",705
"706",510388,517039,"G-Enactment","2",706
"707",528925,535231,"Usability","3",707
"708",536422,539456,"G-Level 2 - middle","3",708
"709",539669,541791,"G-Level 2 - middle","2",709
"710",541791,542601,"Function","2",710
"711",545259,545739,"G-Enactment","2",711
"712",557429,561982,"G-Enactment","2",712
"713",567192,569867,"Narrating while Drawing","3",713
"714",569867,573016,"G-Enactment","2",714
"715",573436,576172,"Usability","1",715
"716",578641,580150,"Function","2",716
"717",585348,592010,"Stimulus 3 touching","2",717
"718",592026,595951,"writing","1",718
"719",605675,606062,"G-Pointing","3",719
"720",608725,609622,"G-Enactment","3",720
"721",610646,613818,"Usability","2",721
"722",613946,615898,"Use Case Scenario","2",722
"723",621111,627056,"sketching","1",723
"724",627056,627657,"Enactment Stim 4 (tabel)","2",724
"725",632829,633329,"Stimulus 3 touching","3",725
"726",636396,637434,"G-Enactment","3",726
"727",639071,642071,"Builds","2",727
"728",642071,645508,"Function","2",728
"729",645762,646709,"G-Level 1 - low","1",729
"730",647677,650447,"Feature","1",730
"731",656018,656853,"Pointing Stim 3","1",731
"732",659277,662629,"sketching","3",732
"733",664760,666220,"Feature","1",733
"734",669899,672024,"writing","2",734
"735",673669,675911,"G-Level 1 - low","2",735
"736",675911,678508,"sketching","2",736
"737",678508,679409,"Stimulus 1 touching","1",737
"738",681459,681722,"G-Level 1 - low","1",738
"739",683079,684280,"Feature","1",739
"740",687227,687791,"G-Level 2 - middle","1",740
"741",693456,696726,"Stimulus 1 touching","1",741
"742",704133,704667,"Pointing Stim 3","3",742
"743",706116,707848,"sketching","1",743
"744",707848,710607,"G-Enactment","3",744
"745",713409,713910,"Pointing Stim 3","3",745
"746",719816,722522,"G-Level 3 - high","3",746
"747",725537,726022,"G-Pointing","2",747
"748",727597,737333,"Narrating while Drawing","2",748
"749",737333,738267,"Enactment Stim 4 (tabel)","2",749
"750",740637,743906,"Builds","1",750
"751",743906,744228,"Function","2",751
"752",744340,745041,"Function","1",752
"753",748211,751491,"Stimulus 3 touching","2",753
"754",751491,753020,"Builds","3",754
"755",766120,768965,"Builds","2",755
"756",768965,770033,"Function","2",756
"757",772346,772713,"Function","1",757
"758",776913,780997,"sketching","2",758
"759",781191,788211,"G-Enactment","2",759
"760",791980,793081,"Function","1",760
"761",795158,796326,"Use Case Scenario","1",761
"762",802998,811374,"Builds","2",762
"763",811374,812377,"Function","2",763
"764",815757,817369,"G-Enactment","1",764
"765",817674,821664,"G-Level 2 - middle","3",765
"766",821858,822589,"Function","3",766
"767",827160,830938,"Builds","2",767
"768",830938,832426,"G-Level 2 - middle","2",768
"769",835164,837419,"Function","1",769
"770",838792,840703,"Stimulus 3 touching","2",770
"771",840703,841942,"G-Level 3 - high","1",771
"772",845174,848478,"Use Case Scenario","1",772
"773",848478,852215,"Stimulus 3 touching","2",773
"774",852215,853697,"G-Enactment","3",774
"775",854183,856193,"G-Enactment","3",775
"776",856552,857403,"Function","1",776
"777",858254,859722,"Use Case Scenario","1",777
"778",873002,873236,"Pointing Stim 3","2",778
"779",879142,883162,"Use Case Scenario","2",779
"780",883162,886381,"writing","3",780
"781",888140,888853,"Builds","2",781
"782",890257,895091,"Builds","2",782
"783",895091,896392,"Function","2",783
"784",896394,899629,"G-Level 3 - high","2",784
"785",900123,909097,"Stimulus 3 touching","2",785
"786",911901,925735,"Core Functionality","1",786
"787",928691,943172,"Use Case Scenario","1",787
"788",943172,943873,"Core Functionality","2",788
"789",951749,955485,"Builds","1",789
"790",959889,966262,"G-Level 2 - middle","3",790
"791",966262,969232,"Feature","3",791
"792",970761,977098,"G-Level 1 - low","3",792
"793",980977,987460,"Use Case Scenario","1",793
"794",987460,990360,"G-Enactment","3",794
"795",996315,997894,"Function","2",795
"796",998692,1003633,"G-Level 2 - middle","2",796
"797",1003633,1004033,"Stimulus 3 touching","2",797
"798",1008738,1010273,"Function","2",798
"799",1019563,1023060,"Use Case Scenario","3",799
"800",1023060,1025922,"writing","2",800
"801",1025922,1026589,"Function","2",801
"802",1043499,1047741,"G-Level 3 - high","1",802
"803",1053069,1054859,"G-Level 2 - middle","2",803
"804",1056352,1057787,"Function","2",804
"805",1063333,1066830,"Use Case Scenario","2",805
"806",1066830,1074770,"Builds","2",806
"807",1075220,1078878,"G-Level 3 - high","1",807
"808",1079698,1080842,"G-Level 2 - middle","3",808
"809",1082278,1083012,"Function","2",809
"810",1089218,1090152,"Stimulus 3 touching","3",810
"811",1092522,1108760,"sketching","2",811
"812",1109305,1118997,"writing","2",812
"813",1138050,1140600,"G-Pointing","1",813
"814",1154127,1157428,"G-Enactment","1",814
"815",1168690,1171572,"G-Enactment","2",815
"816",1181417,1184232,"G-Level 2 - middle","2",816
"817",1188451,1190687,"Core Functionality","2",817
"818",1198952,1201438,"G-Enactment","2",818
"819",1201438,1202255,"G-Level 2 - middle","2",819
"820",1204160,1206329,"G-Level 2 - middle","2",820
"821",1210642,1213263,"G-Level 3 - high","1",821
"822",1220717,1221985,"Function","2",822
"823",1248244,1253336,"Stimulus 3 touching","2",823
"824",1253336,1254257,"G-Level 2 - middle","2",824
"825",1256656,1264293,"G-Enactment","1",825
"826",1264293,1264927,"Stimulus 3 touching","3",826
"827",1276098,1281183,"G-Enactment","2",827
"828",1281183,1284814,"Builds","2",828
"829",1284814,1290399,"G-Level 3 - high","2",829
"830",1295620,1299968,"G-Enactment","3",830
"831",1314010,1315778,"Pointing Stim 1","2",831
"832",1321595,1325526,"G-Pointing","2",832
"833",1332256,1333830,"Enactment Stim 1","2",833
"834",1373136,1373903,"Stimulus 3 touching","3",834
"835",33830,34797,"Enactment Stim 1","3",835
"836",41628,44107,"Function","2",836
"837",44107,45875,"G-Level 2 - middle","2",837
"838",45875,49979,"Pointing Stim 1","3",838
"839",61902,64730,"G-Enactment","2",839
"840",74336,75896,"G-Pointing","1",840
"841",83298,92143,"G-Level 2 - middle","3",841
"842",94370,96534,"G-Level 2 - middle","2",842
"843",97193,98428,"Pointing Stim 1","2",843
"844",101197,103399,"Enactment Stim 1","1",844
"845",123820,131225,"G-Level 2 - middle","2",845
"846",131526,132769,"G-Pointing","2",846
"847",135298,139535,"G-Enactment","2",847
"848",139535,143473,"Enactment Stim 3","2",848
"849",145308,147310,"Function","2",849
"850",150180,154451,"Usability","2",850
"851",170733,175850,"Usability","3",851
"852",178341,182578,"Pointing Stim 1","1",852
"853",186015,186783,"G-Pointing","3",853
"854",187077,187735,"G-Pointing","1",854
"855",188012,188602,"Feature","1",855
"856",193812,194964,"G-Pointing","2",856
"857",197332,203986,"G-Level 3 - high","2",857
"858",204901,208765,"Function","3",858
"859",210028,216646,"Use Case Scenario","2",859
"860",222685,223986,"Pointing Stim 1","1",860
"861",229626,233229,"Function","2",861
"862",233997,235832,"Function","2",862
"863",239102,239368,"G-Pointing","3",863
"864",242472,243673,"Pointing Stim 1","3",864
"865",244361,246486,"G-Pointing","3",865
"866",274808,279278,"G-Enactment","2",866
"867",288751,289952,"Pointing Stim 2","3",867
"868",293656,300396,"Enactment Stim 2","3",868
"869",309476,322459,"G-Level 1 - low","2",869
"870",323056,337192,"G-Enactment","2",870
"871",338893,348052,"G-Level 1 - low","3",871
"872",348052,354575,"Stimulus 3 touching","3",872
"873",354575,355386,"G-Enactment","2",873
"874",356552,357153,"Enactment Stim 3","2",874
"875",359810,362022,"G-Enactment","2",875
"876",364853,368103,"G-Level 1 - low","2",876
"877",371601,378173,"Stimulus 2 touching","3",877
"878",378173,381453,"G-Level 1 - low","1",878
"879",384514,387383,"Feature","2",879
"880",389568,390984,"G-Level 1 - low","2",880
"881",392288,394280,"Stimulus 3 touching","2",881
"882",394280,406736,"Builds","3",882
"883",406736,426613,"sketching","1",883
"884",433563,435205,"sketching","3",884
"885",435205,437662,"G-Enactment","2",885
"886",439360,442074,"G-Enactment","1",886
"887",445475,448812,"Feature","2",887
"888",450513,454818,"Stimulus 3 touching","2",888
"889",456901,457990,"G-Enactment","3",889
"890",464547,475851,"Narrating while Drawing","2",890
"891",475851,479117,"G-Enactment","2",891
"892",479642,483288,"G-Level 2 - middle","1",892
"893",485378,492489,"G-Level 2 - middle","2",893
"894",496092,496587,"Feature","3",894
"895",496587,497594,"G-Level 2 - middle","3",895
"896",501686,505835,"G-Enactment","3",896
"897",505835,509105,"G-Level 2 - middle","1",897
"898",509973,514533,"Builds","2",898
"899",514533,517039,"sketching","1",899
"900",517039,518905,"Usability","1",900
"901",529671,535932,"Builds","3",901
"902",536422,539475,"G-Enactment","3",902
"903",539922,542910,"G-Enactment","2",903
"904",547830,568464,"Stimulus 3 touching","1",904
"905",568464,570266,"Usability","1",905
"906",570400,574615,"scaffolds","2",906
"907",574615,576946,"writing","3",907
"908",595236,609139,"sketching","2",908
"909",609139,610540,"Function","3",909
"910",612418,632662,"G-Level 2 - middle","2",910
"911",632829,633463,"G-Pointing","3",911
"912",639769,642897,"Usability","2",912
"913",646676,662854,"Stimulus 3 touching","2",913
"914",662854,663506,"G-Enactment","1",914
"915",665953,666282,"G-Pointing","1",915
"916",677046,680365,"Builds","1",916
"917",680365,681690,"Narrating while Drawing","2",917
"918",683222,686990,"G-Level 1 - low","1",918
"919",687938,692806,"Stimulus 3 touching","2",919
"920",694570,703342,"sketching","3",920
"921",707370,707670,"Pointing Stim 3","3",921
"922",708438,713977,"Usability","3",922
"923",716921,719816,"G-Level 2 - middle","2",923
"924",725888,728416,"Stimulus 3 touching","2",924
"925",728416,730463,"G-Level 2 - middle","3",925
"926",737339,739481,"G-Enactment","2",926
"927",740682,744550,"Narrating while Drawing","2",927
"928",744550,748845,"G-Enactment","1",928
"929",748845,758919,"sketching","2",929
"930",766927,768565,"Function","2",930
"931",770063,776915,"Stimulus 3 touching","3",931
"932",776915,784643,"Narrating while Drawing","2",932
"933",793389,795158,"Function","1",933
"934",795158,802908,"writing","2",934
"935",804723,814641,"G-Enactment","2",935
"936",815757,817482,"G-Level 2 - middle","1",936
"937",817881,828776,"writing","2",937
"938",828776,829594,"Function","2",938
"939",832118,837500,"Stimulus 3 touching","2",939
"940",837500,839179,"Function","3",940
"941",839179,840742,"writing","2",941
"942",840742,842505,"Use Case Scenario","1",942
"943",845905,851347,"G-Level 3 - high","1",943
"944",852333,854450,"writing","2",944
"945",854450,855518,"Core Functionality","3",945
"946",857287,858354,"Function","3",946
"947",881106,883279,"Builds","2",947
"948",883279,887318,"Core Functionality","2",948
"949",888660,889527,"Function","2",949
"950",890453,893156,"Use Case Scenario","2",950
"951",896492,900864,"Use Case Scenario","2",951
"952",902010,905425,"writing","2",952
"953",928691,937934,"Core Functionality","1",953
"954",952969,968269,"Stimulus 3 touching","2",954
"955",968269,969337,"G-Enactment","3",955
"956",975384,978141,"sketching","2",956
"957",982153,990752,"Builds","1",957
"958",997393,998700,"Builds","2",958
"959",998700,1005868,"G-Enactment","2",959
"960",1005868,1017643,"Use Case Scenario","2",960
"961",1019770,1027803,"Builds","3",961
"962",1053069,1074601,"G-Enactment","2",962
"963",1075220,1078961,"G-Enactment","1",963
"964",1079701,1080747,"G-Enactment","3",964
"965",1083045,1084747,"Function","3",965
"966",1099770,1102748,"G-Enactment","1",966
"967",1138267,1143039,"Stimulus 3 touching","1",967
"968",1155137,1168690,"Stimulus 2 touching","2",968
"969",1168690,1171674,"G-Level 2 - middle","2",969
"970",1181427,1184247,"Enactment Stim 4 (tabel)","2",970
"971",1199429,1201697,"Enactment Stim 4 (tabel)","2",971
"972",1205034,1206169,"Function","2",972
"973",1216913,1222159,"Use Case Scenario","2",973
"974",1222159,1226287,"G-Level 2 - middle","2",974
"975",1248845,1251881,"G-Pointing","3",975
"976",1256656,1261191,"Enactment Stim 2","1",976
"977",1268131,1270855,"G-Level 3 - high","2",977
"978",1276895,1281210,"Use Case Scenario","2",978
"979",1281210,1281945,"Function","2",979
"980",1319181,1320878,"G-Pointing","2",980
"981",1329859,1332256,"Stimulus 3 touching","2",981
"982",1332256,1333918,"G-Level 2 - middle","2",982
"983",33858,34734,"G-Level 2 - middle","3",983
"984",42461,43107,"G-Pointing","1",984
"985",44165,47606,"G-Enactment","2",985
"986",83383,94370,"Stimulus 1 touching","2",986
"987",94370,96575,"G-Enactment","2",987
"988",97960,101226,"Usability","2",988
"989",101226,103369,"G-Enactment","1",989
"990",123853,131194,"Enactment Stim 3","2",990
"991",131920,135304,"Stimulus 1 touching","2",991
"992",135304,139535,"Enactment Stim 1","2",992
"993",141871,145775,"Use Case Scenario","2",993
"994",145775,147215,"G-Pointing","2",994
"995",151514,152014,"Pointing Stim 1","2",995
"996",171480,178007,"G-Level 2 - middle","3",996
"997",178374,182584,"G-Pointing","1",997
"998",187083,187717,"Pointing Stim 1","1",998
"999",188344,193585,"G-Pointing","1",999
"1000",207706,209127,"G-Enactment","3",1000
"1001",212027,217462,"G-Enactment","2",1001
"1002",230915,233839,"G-Level 2 - middle","2",1002
"1003",234864,235598,"G-Pointing","2",1003
"1004",274808,279445,"G-Level 2 - middle","2",1004
"1005",288785,289953,"G-Pointing","3",1005
"1006",293723,300399,"G-Enactment","3",1006
"1007",323056,337281,"G-Level 2 - middle","2",1007
"1008",338893,348868,"G-Enactment","3",1008
"1009",349742,356560,"Narrating while Drawing","2",1009
"1010",356560,357238,"G-Enactment","2",1010
"1011",359810,362107,"G-Level 2 - middle","2",1011
"1012",372001,373336,"Feature","3",1012
"1013",385114,386349,"G-Enactment","2",1013
"1014",389569,390985,"G-Enactment","2",1014
"1015",393523,398774,"G-Level 1 - low","3",1015
"1016",401531,403199,"Function","1",1016
"1017",407426,421297,"sketching","3",1017
"1018",434197,434530,"Pointing Stim 3","2",1018
"1019",439363,442047,"G-Level 2 - middle","1",1019
"1020",446884,450138,"G-Enactment","2",1020
"1021",457553,459989,"Stimulus 3 touching","2",1021
"1022",469743,476831,"Stimulus 3 touching","2",1022
"1023",477407,479009,"Feature","2",1023
"1024",479709,481811,"Enactment Stim 3","1",1024
"1025",485435,492423,"G-Enactment","2",1025
"1026",504067,506035,"Feature","3",1026
"1027",507169,509973,"Narrating while Drawing","2",1027
"1028",509973,514944,"Function","2",1028
"1029",515213,516225,"Feature","2",1029
"1030",517080,520165,"writing","2",1030
"1031",530246,537600,"Narrating while Drawing","3",1031
"1032",537600,540036,"Usability","2",1032
"1033",551280,552014,"Pointing Stim 3","3",1033
"1034",569799,571100,"Enactment Stim 3","2",1034
"1035",572235,576048,"sketching","1",1035
"1036",576439,584770,"Use Case Scenario","2",1036
"1037",609215,611755,"writing","2",1037
"1038",612418,632670,"G-Enactment","2",1038
"1039",646709,648945,"G-Level 2 - middle","1",1039
"1040",665962,666295,"Pointing Stim 3","1",1040
"1041",680777,680972,"G-Level 2 - middle","1",1041
"1042",683222,687810,"G-Enactment","1",1042
"1043",688737,689093,"G-Pointing","1",1043
"1044",701832,708438,"Narrating while Drawing","3",1044
"1045",708438,714003,"Function","3",1045
"1046",716921,722609,"G-Enactment","2",1046
"1047",726818,728416,"Builds","2",1047
"1048",728416,730527,"G-Enactment","3",1048
"1049",741630,743529,"G-Enactment","1",1049
"1050",744550,748994,"G-Level 3 - high","1",1050
"1051",748994,752836,"writing","2",1051
"1052",766927,770344,"G-Level 3 - high","2",1052
"1053",770344,777307,"sketching","3",1053
"1054",777307,785628,"Builds","2",1054
"1055",793389,795158,"Use Case Scenario","1",1055
"1056",795425,804801,"writing","3",1056
"1057",804801,814688,"G-Level 3 - high","2",1057
"1058",816112,818151,"Function","3",1058
"1059",832167,833895,"writing","2",1059
"1060",837836,839179,"Builds","3",1060
"1061",839773,841082,"Builds","1",1061
"1062",842145,842839,"Function","3",1062
"1063",845905,851450,"G-Enactment","1",1063
"1064",855084,855952,"System","3",1064
"1065",857620,858421,"System","3",1065
"1066",881414,883281,"G-Level 2 - middle","2",1066
"1067",883682,888972,"G-Level 3 - high","2",1067
"1068",891187,896149,"G-Level 2 - middle","2",1068
"1069",903544,909030,"writing","3",1069
"1070",934859,944228,"Builds","2",1070
"1071",954745,966220,"sketching","2",1071
"1072",975855,984417,"Stimulus 3 touching","3",1072
"1073",984417,987733,"Function","1",1073
"1074",997960,999228,"Stimulus 3 touching","2",1074
"1075",1005900,1007570,"Feature","2",1075
"1076",1021217,1051808,"Stimulus 3 touching","2",1076
"1077",1053731,1061858,"Builds","2",1077
"1078",1079701,1083820,"Builds","3",1078
"1079",1084347,1086264,"Feature","2",1079
"1080",1140102,1142071,"Stimulus 1 touching","2",1080
"1081",1158488,1159322,"Pointing Stim 3","1",1081
"1082",1181427,1184290,"G-Enactment","2",1082
"1083",1200089,1201364,"Function","2",1083
"1084",1205601,1212203,"System","1",1084
"1085",1216913,1219215,"Function","2",1085
"1086",1248845,1251881,"Pointing Stim 3","3",1086
"1087",1268138,1274366,"G-Enactment","2",1087
"1088",1329892,1333863,"Stimulus 1 touching","2",1088
"1089",1333863,1334664,"Pointing Stim 1","2",1089
